"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2017","4172","1","Regular Academic Session","AAAD","AAAD-A","481","34111","RACISM AND THE LAW","Motley,Frank","8","16","2.963","2.906","42.9","50","25","12.5","0","9","2","1","1","1","0","1","0","1","0","0","0","0","1","6","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AADM","AADM-Y","500","12798","TOPICS IN ARTS ADMINISTRATION","Lewis,Frank","7","7","3.814","3.593","42.9","85.7","14.3","0","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AADM","AADM-Y","500","32896","TOPICS IN ARTS ADMINISTRATION","Kuhar,Ursula Maria","12","13","3.783","3.811","58.3","83.3","16.7","0","0","1","1","6","3","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AADM","AADM-Y","504","16415","ARTS ORGS IN PUBL & PRIVT SECT","Rushton,Michael","32","33","3.819","3.791","90.9","87.5","12.5","0","0","1","9","11","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AADM","AADM-Y","522","14436","IT APPLICATIONS FOR THE ARTS","Farmer,Heather E","7","9","3.529","3.772","62.5","71.4","14.3","14.3","0","2","3","2","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AADM","AADM-Y","530","16416","AUDIENCE DEV & MRKTG THE ARTS","Woronkowicz,Joanna","29","29","3.838","3.816","93.1","86.2","10.3","3.4","0","0","8","15","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AADM","AADM-Y","559","13177","PUBLIC POLICY AND THE ARTS","Wilkerson,Michael Neil","7","7","3.957","3.815","14.3","100","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AADM","AADM-Y","750","4621","INTERNSHIP IN ARTS ADMIN","Redman,Miranda Darlene","8","8","4","3.574","100","100","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AAST","AAST-A","101","15145","INTR TO ASIAN AMERICAN STUDIES","Kwong,Lisa","36","45","3.803","3.039","0","86.1","13.9","0","0","9","3","20","8","2","2","1","0","0","0","0","0","0","0","3","5","0","0","1","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","ABEH","ABEH-A","200","15023","ANIMAL BEHAVIOR WORKSHOP","Smith,Adam Ray","27","28","3.585","3.207","81.5","66.7","25.9","3.7","0","2","8","10","0","6","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","ABEH","ABEH-A","400","15022","ADV WORKSHOP IN ANIMAL BEHAVR","Smith,Adam Ray","22","22","3.914","3.161","86.4","95.5","4.5","0","0","0","9","9","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","ABEH","ABEH-A","401","34020","TOPICS IN ANIMAL BEHAVIOR","Hurley,Laura M.","11","12","3.573","3.314","72.7","54.5","45.5","0","0","1","2","2","2","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AERO","AERO-A","102","4622","THE AIR FORCE TODAY II","Frierson,Roy","14","18","3.471","3.077","0","71.4","14.3","7.1","0","5","1","8","1","2","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AERO","AERO-A","202","4625","THE DEV OF AIR POWER II","Frierson,Roy","7","7","3.871","2.946","0","100","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AERO","AERO-A","302","4628","AIR FORCE MGMT & LEADERSHIP II","Schimp,Dustin Tyler","7","7","3.614","3.221","0","57.1","42.9","0","0","0","1","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AERO","AERO-A","402","4631","NTL SEC FRC IN CONT AM SOC II","Heil,Matthew S.","12","12","3.792","3.487","0","91.7","8.3","0","0","0","1","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","8W1","Eight Week - First","AFRI","AFRI-L","100","11079","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","58","81","3.971","3.144","0","96.6","3.4","0","0","23","34","21","1","2","0","0","0","0","0","0","0","0","0","2","21","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","8W2","Eight Week - Second","AFRI","AFRI-L","100","12586","TOPICS IN AFRI SOCIETY&CULTURE","Sow,Amadou Beidy","60","73","3.685","2.865","0","70","30","0","0","13","0","25","17","14","4","0","0","0","0","0","0","0","0","1","11","1","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","8W1","Eight Week - First","AFRI","AFRI-L","202","13051","OCCULTISM IN AFRICA","Adu-Amankwah,David","11","17","3.082","2.626","0","27.3","54.5","9.1","9.1","6","0","3","0","4","1","1","0","1","0","0","1","0","0","2","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AFRI","AFRI-L","232","13185","CONTEMPORARY AFRICA","Bradford,Lewis Addison","27","31","3.556","3.189","0","66.7","22.2","11.1","0","4","5","9","4","3","1","2","3","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","8W2","Eight Week - Second","AFRI","AFRI-L","400","12591","TOPICS IN AFRICAN STUDIES","Dlamini,Betty Sibongile","35","42","3.914","2.987","0","91.4","8.6","0","0","7","17","13","2","2","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-C","181","17447","DESIGN: CREATIVE REVOLUTION","Wilson,Thomas Kelly","8","12","2.975","2.942","0","37.5","50","0","12.5","4","0","2","1","0","2","2","0","0","0","0","0","1","0","1","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","168","4634","BEGIN INT ARCH DES STUDIO","Kim,Jee Yea","23","31","3.452","3.111","0","60.9","34.8","0","0","9","2","8","4","2","6","0","0","0","0","0","0","0","1","1","7","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","191","14746","DESIGN STUDIES:FORM & FUNCTION","Mitchell,C. Thomas","27","34","3.407","3.122","0","55.6","29.6","14.8","0","7","7","5","3","2","5","1","3","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","202","31453","INTERIOR VISUALIZATION","Wu,Jiangmei","15","17","3.413","3.185","0","66.7","26.7","0","6.7","2","0","3","7","3","0","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","264","12975","DIGITAL ARCHITECTURAL DRAWING","Kim,Jee Yea","28","32","3.368","3.165","0","64.3","25","7.1","0","5","1","7","10","2","4","1","1","0","1","0","0","0","1","2","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","268","31460","ARCH THEORIES AND CONCEPTS","Smith,Kennon Michelle","24","26","3.35","3.05","0","62.5","25","0","12.5","2","0","11","4","3","2","1","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","272","33128","INTERM INT ARCH DES STUDIO 2","Joyner,Louis D.","24","24","3.354","3.064","0","45.8","50","4.2","0","0","3","4","4","2","7","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","277","10081","MTLS & COMPONENTS OF INT DES","Smith,Kennon Michelle","23","23","3.413","3.117","0","65.2","21.7","8.7","4.3","0","0","8","7","2","2","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","8W1","Eight Week - First","AMID","AMID-D","336","10247","LIGHTING INTERIOR SPACE 2","Shakespeare,Marie D","19","20","3.453","3.425","0","63.2","31.6","5.3","0","1","0","6","6","0","4","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","374","17410","ADV INT ARCH DES STUDIO: GC","Newman,Marleen","8","9","3.75","2.835","0","87.5","0","12.5","0","1","2","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","374","33133","ADV INT ARCH DES STUDIO: GC","Wu,Jiangmei","11","12","3.764","3.48","0","81.8","18.2","0","0","1","0","5","4","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-D","476","4642","INTERIOR DESIGN STUDIO 7","Racek,Jonathan","14","14","3.671","3.312","0","71.4","28.6","0","0","0","1","4","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","202","12069","INTRO TEXTILE SCIENCE: LAB","Shah,Anushree","19","21","3.458","2.895","0","63.2","21.1","15.8","0","2","8","3","1","1","2","1","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","202","12070","INTRO TEXTILE SCIENCE: LAB","Shah,Anushree","14","22","3.679","3.184","0","78.6","21.4","0","0","8","3","2","6","1","2","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","202","12071","INTRO TEXTILE SCIENCE: LAB","Shah,Anushree","18","24","3.45","3.032","0","72.2","5.6","22.2","0","6","3","5","5","1","0","0","2","1","1","0","0","0","0","2","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","202","16895","INTRO TEXTILE SCIENCE: LAB","Deng,Yijun","7","10","3.871","3.173","0","100","0","0","0","3","0","4","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","202","16898","INTRO TEXTILE SCIENCE: LAB","Deng,Yijun","11","11","3.255","2.911","0","63.6","18.2","9.1","9.1","0","0","4","3","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","202","16900","INTRO TEXTILE SCIENCE: LAB","Deng,Yijun","20","21","3.39","3.118","0","50","45","5","0","1","2","6","2","1","6","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","203","17411","MATERIALS FOR FASHION DESIGN","Embry,Mary Christine","122","124","3.237","3.114","0","46.7","36.1","13.9","2.5","3","5","28","24","21","16","7","7","5","5","2","0","1","1","1","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","213","16901","FASHN DSGN I:RSCH & ILLUSTRATN","Matranga,Mary Jane","14","14","3.736","3.053","0","71.4","28.6","0","0","0","6","3","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","213","31416","FASHN DSGN I:RSCH & ILLUSTRATN","Matranga,Mary Jane","10","11","3.34","3.153","0","50","40","10","0","1","3","1","1","0","3","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","217","17423","FASHION DESIGN II:  IDEATION","Matranga,Mary Jane","21","21","3.652","3.205","0","71.4","23.8","4.8","0","0","10","3","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","303","15242","FASHION STUDIO II","Frye,Lori E","23","24","3.283","3.203","0","47.8","39.1","13","0","1","2","3","6","4","3","2","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","311","33135","HISTORY OF DRESS","Rowold,Kathleen","19","23","3.542","3.225","0","63.2","26.3","10.5","0","4","1","8","3","2","3","0","2","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","328","17432","EXPER FASHN STUDIO:DIGITL APPL","Orr,David A","19","19","3.621","3.206","0","73.7","21.1","5.3","0","0","1","9","4","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","340","13214","HISTORY OF FASHION","Rowold,Kathleen","21","21","3.271","3.043","0","33.3","61.9","4.8","0","0","0","0","7","8","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","402","33973","CLLCTN MGMT-HIST TEXTLS&COSTMS","Richardson,Kelly Gallett","7","8","3.757","3.269","0","71.4","28.6","0","0","1","0","4","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","408","11611","EXPER FASHION STUDIO: DRAPING","Christiansen,Deborah Lynn","12","13","3.283","3.017","0","50","33.3","16.7","0","1","4","1","1","1","2","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-F","417","17430","FASHN DSGN III:PRESENTATN&ANLS","Christiansen,Deborah Lynn","19","21","3.489","3.124","0","47.4","52.6","0","0","2","4","3","2","4","5","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","NON","Non Standard Session","AMID","AMID-F","485","35771","ADV SPEC TOPICS:FASHION DESIGN","Akou,Heather Marie","7","8","3.957","3.151","0","100","0","0","0","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","NON","Non Standard Session","AMID","AMID-F","485","35772","ADV SPEC TOPICS:FASHION DESIGN","Akou,Heather Marie","8","8","4","3.135","0","100","0","0","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","NON","Non Standard Session","AMID","AMID-F","485","35773","ADV SPEC TOPICS:FASHION DESIGN","Akou,Heather Marie","7","7","3.429","3.027","0","85.7","0","0","0","1","3","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","204","4636","APPAREL MFG & QUALITY ANALYSIS","Bomberger,David Rick","44","52","3.298","3.183","0","45.5","45.5","6.8","0","9","3","8","9","8","9","3","1","2","0","0","0","0","1","1","7","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","209","33121","APPAREL INDUSTRIES","Copeland,Lauren Elizabeth Reiter","85","94","3.606","3.066","0","74.1","17.6","5.9","1.2","10","39","15","9","6","6","3","3","1","1","0","0","1","1","1","8","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","308","10246","BRAND MANAGEMENT & ADVERTISING","Hasty,Ashley","22","30","3.773","3.173","0","81.8","13.6","4.5","0","8","6","10","2","1","2","0","1","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","308","31269","BRAND MANAGEMENT & ADVERTISING","Hasty,Ashley","24","29","3.933","3.23","0","95.8","4.2","0","0","5","9","11","3","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","309","17426","STRATEGIES IN RETAIL PROMOTION","Hasty,Ashley","24","26","3.504","3.147","0","70.8","20.8","4.2","0","3","3","10","4","2","2","1","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","315","4639","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","38","41","3.158","3.275","0","36.8","44.7","15.8","2.6","3","0","7","7","9","4","4","3","2","1","0","1","0","0","1","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","315","9210","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","23","24","3.104","3.171","0","26.1","60.9","13","0","1","0","3","3","4","5","5","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","8W1","Eight Week - First","AMID","AMID-R","319","33950","PROF TECHNQ IN RETAIL INDUSTRY","Shaffer,Janis Lynn","27","31","3.819","3.074","0","88.9","7.4","3.7","0","4","0","21","3","0","2","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","327","31275","PRODUCT DEVELOPMENT","Zhao,Li","15","17","3.627","3.26","0","66.7","33.3","0","0","2","2","2","6","4","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","327","34221","PRODUCT DEVELOPMENT","Zhao,Li","23","24","3.339","3.078","0","26.1","73.9","0","0","1","0","3","3","10","6","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","328","11559","DIGITAL PRODUCT DEVELOPMENT","Orr,David A","17","18","3.941","3.142","0","94.1","5.9","0","0","1","4","12","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","AMID","AMID-R","350","14488","OMNICHANNEL APPAREL MERCHANDIS","Kim,Minjeong","27","30","3.544","3.178","0","81.5","7.4","0","7.4","4","8","10","4","2","0","0","0","0","0","1","1","0","1","1","2","0","0","0","0","0","0","0","0","06-16-2017",
