"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2017","4178","8W2","Eight Week - Second","AFRI","AFRI-L","102","12491","AKAN SOC LIFE & CLTR HERITAGE","Adu-Amankwah,David","12","16","2.475","2.51","0","33.3","33.3","8.3","0","7","0","1","3","2","2","0","0","1","0","0","0","0","3","1","3","0","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","8W1","Eight Week - First","AFRI","AFRI-L","202","8930","OCCULTISM IN AFRICA","Adu-Amankwah,David","7","19","3.714","2.978","0","71.4","28.6","0","0","12","0","3","2","2","0","0","0","0","0","0","0","0","0","3","9","0","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-L","231","12734","AFRICAN CIVILIZATION","Hanson,John Henry","45","50","2.967","2.703","0","33.3","42.2","20","0","7","1","8","6","5","7","7","4","4","1","0","0","0","2","3","2","0","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-L","232","6348","CONTEMPORARY AFRICA","Bradford,Lewis Addison","28","35","3.154","3.037","0","46.4","32.1","14.3","3.6","8","2","8","3","4","4","1","2","1","1","0","1","0","1","2","5","0","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","8W2","Eight Week - Second","AFRI","AFRI-L","400","11873","TOPICS IN AFRICAN STUDIES","Dlamini,Betty Sibongile","38","49","3.834","2.821","0","84.2","15.8","0","0","11","17","9","6","5","1","0","0","0","0","0","0","0","0","1","10","0","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","8W2","Eight Week - Second","AFRI","AFRI-L","400","35196","TOPICS IN AFRICAN STUDIES","Schleicher,Antonia Yetunde","19","25","2.353","2.475","0","31.6","21.1","15.8","15.8","9","0","3","3","1","3","0","1","2","0","0","3","0","3","1","5","0","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-L","506","2813","TUTORIAL INSTRUCT FOREIGN LANG","Omar,Alwiya Saleh","2","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-S","101","31982","ELEMENTARY SWAHILI 1","Nyamahanga,Richard Mathias","16","22","3.363","2.782","0","62.5","31.3","0","0","7","0","5","5","2","2","1","0","0","0","0","0","0","1","5","1","0","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-S","101","31984","ELEMENTARY SWAHILI 1","Kavaya,Susan","20","22","3.685","2.945","0","85","15","0","0","2","3","4","10","0","2","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-S","201","32036","INTERMEDIATE SWAHILI 1","Mwingira,Margaret Philip","11","11","3.973","3.021","0","100","0","0","0","0","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-S","201","32037","INTERMEDIATE SWAHILI 1","Mwingira,Margaret Philip","16","18","3.4","3.251","0","50","43.8","6.3","0","2","6","0","2","2","2","3","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-S","301","2824","ADVANCED SWAHILI 1","Omar,Alwiya Saleh","9","10","3.967","3.383","0","100","0","0","0","1","1","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-S","501","7769","ELEMENTARY SWAHILI I","Kavaya,Susan","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-S","601","7770","INTERMEDIATE SWAHILI I","Mwingira,Margaret Philip","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-19-2018",
"Fall 2017","4178","1","Regular Academic Session","AFRI","AFRI-S","701","7772","ADVANCED SWAHILI I","Omar,Alwiya Saleh","0","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-19-2018",
