"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2015","4158","8W2","Eight Week - Second","AFRI","AFRI-L","202","30404","OCCULTISM IN AFRICA","Adu-Amankwah,David","49","68","2.49","2.587","0","14.3","42.9","28.6","6.1","23","0","4","3","7","8","6","5","8","1","0","1","2","4","2","17","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AFRI","AFRI-L","232","8804","CONTEMPORARY AFRICA","Bentil-Mawusi,Nana Aba","30","39","3.44","3.152","0","60","30","3.3","3.3","10","3","12","3","7","2","0","0","1","0","0","1","0","1","1","8","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","8W2","Eight Week - Second","AFRI","AFRI-L","400","34946","TOPICS IN AFRICAN STUDIES","Dlamini,Betty Sibongile","35","41","3.26","2.662","0","54.3","31.4","5.7","5.7","7","2","10","7","5","3","3","1","1","0","1","1","0","1","0","6","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-C","181","30413","DESIGN: CREATIVE REVOLUTION","Wilson,Thomas Kelly","16","21","3.413","2.943","0","43.8","50","6.3","0","5","0","2","5","6","2","0","1","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","NON","Non Standard Session","AMID","AMID-C","481","35002","INTNSV SEM COMPREHENSV DESIGN","Lair,Kevin Stanley","21","22","3.605","2.98","42.9","76.2","19","0","0","2","1","11","4","3","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","NON","Non Standard Session","AMID","AMID-C","481","35003","INTNSV SEM COMPREHENSV DESIGN","Lair,Kevin Stanley","18","26","3.194","2.921","44.4","33.3","55.6","5.6","0","9","1","4","1","6","4","0","0","1","0","0","0","0","1","0","8","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","NON","Non Standard Session","AMID","AMID-C","481","35004","INTNSV SEM COMPREHENSV DESIGN","Lair,Kevin Stanley","20","22","3.715","3.042","40","85","10","0","0","3","5","12","0","1","1","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","168","2384","INTERIOR DESIGN STUDIO 1","Racek,Jonathan","28","42","3.332","3.047","20","46.4","39.3","14.3","0","14","0","6","7","7","4","0","2","1","1","0","0","0","0","2","12","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","191","33810","DESIGN STUDIES:FORM & FUNCTION","Smith,Kennon Michelle","27","33","3.819","3.283","28.6","85.2","14.8","0","0","6","0","19","4","1","3","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","202","30431","INTERIOR VISUALIZATION","Wu,Jiangmei","13","15","3.331","3.082","92.3","53.8","38.5","0","0","3","0","3","4","5","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","264","11926","DIGITAL ARCHITECTURAL DRAWING","Kim,Jee Yea","10","12","3.3","3.015","41.7","40","50","10","0","2","0","1","3","3","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","268","11758","ARCH THEORIES AND CONCEPTS","Mitchell,C. Thomas","18","19","3.133","3.215","84.2","50","27.8","16.7","0","2","4","1","4","1","3","1","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","268","15854","ARCH THEORIES AND CONCEPTS","Mitchell,C. Thomas","10","11","2.86","3.121","45.5","30","40","20","0","2","1","1","1","1","3","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","271","2388","INTERIOR DESIGN STUDIO 2","Wu,Jiangmei","23","27","3.27","3.249","70.4","52.2","30.4","17.4","0","4","0","4","8","3","3","1","1","2","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","8W2","Eight Week - Second","AMID","AMID-D","335","2392","LIGHTING INTERIOR SPACES 1","Shakespeare,Marie D","17","17","3.594","3.331","100","64.7","35.3","0","0","0","0","8","3","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","365","8967","ARCH, INT & FURN DSGN STUDIES","Smith,Kennon Michelle","17","17","3.671","3.331","100","70.6","29.4","0","0","0","0","8","4","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","373","13578","INTERIOR DESIGN STUDIO 4","Newman,Marleen","17","17","3.412","3.331","100","41.2","58.8","0","0","0","1","2","4","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","394","33158","ADV DIGITAL ARCHITECTRL DRAWNG","Racek,Jonathan","23","28","3.252","3.24","73.1","47.8","39.1","8.7","4.3","5","0","5","6","4","4","1","1","0","1","0","0","1","0","2","2","1","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","469","2396","PROF PRACTICES-INTERIOR DESIGN","Joyner,Louis D.","21","21","3.262","3.26","95.2","52.4","28.6","19","0","0","0","2","9","3","1","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","475","13580","INTERIOR DESIGN STUDIO 6","Racek,Jonathan","14","14","3.557","3.276","100","71.4","21.4","7.1","0","0","2","1","7","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-D","475","2397","INTERIOR DESIGN STUDIO 6","Kim,Jee Yea","7","8","3.686","3.237","87.5","85.7","14.3","0","0","1","0","3","3","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","202","10926","INTRO TEXTILE SCIENCE: LAB","Keogh,Molly Dove","17","21","3.053","3.069","72.2","29.4","58.8","11.8","0","4","0","0","5","0","7","3","1","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","202","10927","INTRO TEXTILE SCIENCE: LAB","Matranga,Mary Jane","16","18","3.425","3.306","68.8","56.3","37.5","6.3","0","2","3","2","4","2","2","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","202","12370","INTRO TEXTILE SCIENCE: LAB","Matranga,Mary Jane","10","15","3.41","2.991","90.9","50","50","0","0","5","1","2","2","1","2","2","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","202","15651","INTRO TEXTILE SCIENCE: LAB","Keogh,Molly Dove","22","22","2.841","3.12","81.8","22.7","50","22.7","4.5","0","0","2","3","3","3","5","1","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","203","2385","INTRODUCTORY TEXTILE SCIENCE","Matranga,Mary Jane","71","80","3.725","3.136","70.8","78.9","21.1","0","0","9","16","23","17","5","7","3","0","0","0","0","0","0","0","1","8","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","207","2387","FASHION STUDIO I","Frye,Lori E","14","15","3.05","3.028","78.6","28.6","57.1","7.1","7.1","1","2","1","1","3","3","2","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","207","8005","FASHION STUDIO I","Christiansen,Deborah Lynn","12","15","2.592","2.75","71.4","16.7","33.3","50","0","3","0","0","2","2","1","1","1","2","3","0","0","0","0","2","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","213","7826","FASHN DSGN I:RSCH & ILLUSTRATN","Matranga,Mary Jane","12","12","3.867","3.085","75","91.7","8.3","0","0","0","6","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","213","9948","FASHN DSGN I:RSCH & ILLUSTRATN","Matranga,Mary Jane","14","16","2.964","2.878","66.7","50","28.6","7.1","7.1","3","3","1","3","1","1","2","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","301","30449","DRESS STUDIES:TPCS CLTRL ANLYS","Embry,Mary Christine","31","42","3.239","3.148","64.7","38.7","48.4","12.9","0","11","0","4","8","6","7","2","2","2","0","0","0","0","0","3","8","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","305","2389","FASHION STUDIO III","Christiansen,Deborah Lynn","19","19","2.847","3.141","84.2","26.3","42.1","26.3","5.3","0","1","2","2","2","2","4","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","328","7316","EXPER FASHN STUDIO:DIGITL APPL","Orr,David A","9","11","3.244","3.125","90","77.8","11.1","0","0","3","0","2","5","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","340","15061","HISTORY OF FASHION","Rowold,Kathleen","30","36","3.453","3.028","84.8","60","26.7","10","3.3","6","7","10","1","3","3","2","1","2","0","1","0","0","0","3","3","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","402","9543","CLLCTN MGMT-HIST TEXTLS&COSTMS","Richardson,Kelly Gallett","9","11","3.522","3.169","100","66.7","22.2","11.1","0","2","0","3","3","1","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-F","411","12375","DRESS STUDIES: BEHAVIORAL ANLS","Lennon,Sharron J.","26","29","2.469","3.009","74.1","3.8","46.2","50","0","3","0","0","1","0","7","5","3","7","3","0","0","0","0","1","2","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-R","100","2383","INTR RETAIL DSGN & MERCHANDSNG","Christiansen,Deborah Lynn","113","128","3.119","3.156","15.1","43.4","36.3","15","3.5","17","6","23","20","14","14","13","5","9","3","2","2","0","2","6","9","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-R","100","9284","INTR RETAIL DSGN & MERCHANDSNG","Shaffer,Janis Lynn","108","135","2.78","2.93","10.3","22.2","50","19.4","1.9","34","5","10","9","15","26","13","7","9","5","0","1","1","7","9","18","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-R","204","2386","APPAREL MFG & QUALITY ANALYSIS","Bomberger,David Rick","46","49","3.32","3.084","73.9","43.5","47.8","6.5","2.2","3","4","7","9","10","8","4","2","1","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-R","204","8809","APPAREL MFG & QUALITY ANALYSIS","Bomberger,David Rick","43","48","3.272","3.029","68.9","41.9","44.2","14","0","5","1","7","10","11","6","2","2","2","2","0","0","0","0","1","3","1","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-R","308","11924","BRAND MANAGEMENT & ADVERTISING","Hasty,Ashley","29","37","3.883","3.178","58.6","96.6","3.4","0","0","8","4","15","9","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-R","308","31181","BRAND MANAGEMENT & ADVERTISING","Hasty,Ashley","30","39","3.98","3.272","50","100","0","0","0","9","9","19","2","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-R","309","12383","STRATEGIES IN RETAIL PROMOTION","Hasty,Ashley","25","29","3.868","3.22","84","88","12","0","0","4","10","9","3","2","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","01-22-2016",
"Fall 2015","4158","1","Regular Academic Session","AMID","AMID-R","315","2390","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","47","56","3.134","3.127","79.6","36.2","46.8","17","0","9","0","7","10","7","9","6","3","2","3","0","0","0","0","2","7","0","0","0","0","0","0","0","0","01-22-2016",
