DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
NELC,200,INTERMEDIATE ARABIC I,"Alramadan,Iman",8,8,3.475,3.584,62.5,37.5,0,0,0
NELC,200,INTERMEDIATE ARABIC I,"Istrabadi,Zaineb Scheherazad",18,18,3.506,3.351,61.1,33.3,5.6,0,0
NELC,200,INTERMEDIATE ARABIC I,"Bayadsy,Shadi",8,10,3.625,3.358,75,12.5,12.5,0,1
NELC,300,ADVANCED ARABIC I,"Al-Raba'a,Basem Ibrahim",9,9,2.467,3.231,0,66.7,11.1,11.1,0
NELC,680,ADVANCED ARABIC III,"Sultan,Yasser Ali Soliman Abdelhamid",6,7,3.717,3.795,66.7,33.3,0,0,0
NELC,201,ANCIENT EGYPT HIST AND CIV,"Vinson,Stephen",25,30,3.376,2.775,56,28,16,0,3
NELC,204,TOPICS IN MID EAST CULTURE&SOC,"Martin,Kevin",7,13,3.329,3.435,42.9,42.9,14.3,0,0
NELC,204,TOPICS IN MID EAST CULTURE&SOC,"Khazzoom,Aziza",19,27,3.337,3.101,57.9,31.6,5.3,0,3
NELC,260,LITERATURE OF MUSLIM SPAIN,"Gonzalez Dieguez,Guadalupe",10,12,3.63,3.09,60,40,0,0,1
NELC,307,ISSUES IN ISLAMIC STUDIES,"Al-Kutubi,Eiyad Salman",11,12,3.155,3.308,54.5,27.3,9.1,0,0
NELC,339,MIDDLE EASTERN POLITICS,"Sinno,Abdulkader",14,14,2.571,3.245,42.9,7.1,28.6,7.1,0
NELC,365,ISLAMIC PHILOSOPHY,"Walbridge,John",13,23,3.138,3.035,46.2,46.2,0,0,3
NELC,370,KORANIC STUDIES,"Al-Kutubi,Eiyad Salman",15,24,3.287,3.062,53.3,33.3,6.7,0,4
NELC,523,CONVERSATIONAL ARABIC 1,"Alani,Salman H.",10,12,4,3.888,100,0,0,0,1
NELC,529,ARABIC PHONETICS & PHONOLOGY,"Alani,Salman H.",13,13,4,3.897,100,0,0,0,0
NELC,680,ISLAMIC PHILOSOPHY,"Walbridge,John",8,9,4,3.861,100,0,0,0,0
NELC,695,GRADUATE TOPICS IN NELC,"Martin,Kevin",6,6,3.8,3.888,100,0,0,0,0
NEUS,500,NEURAL SCIENCE I,"Beggs,John M",20,22,3.805,3.801,85,15,0,0,0
NEUS,566,DEVLPMNTL & CELLULAR NEUROSCI,"Prieto,Anne L.",7,8,3.857,3.843,85.7,14.3,0,0,0
NEUS,800,RESEARCH,"Crystal,Jonathon",11,11,3.973,3.841,100,0,0,0,0
NURS,234,PROMOTING HEALTHY POPULATIONS,"Hensel,Desiree",59,60,3.39,3.701,40.7,57.6,1.7,0,1
NURS,244,COMPREHENSIVE HLTH ASSESSMENT,"Watts,Patricia Ann",59,60,3.066,3.701,23.7,62.7,13.6,0,1
NURS,253,COLLABORATIVE PRACTICE,"Laux,Marcia M",59,60,4,3.701,100,0,0,0,1
NURS,355,DATA ANALYSIS/PRACT & RESEARCH,"Wonder,Amy C",57,59,3.775,3.464,86,12.3,0,0,1
NURS,356,BIOPHYSICAL PROCESSES,"Carter,Gregory A.",56,58,2.982,3.525,1.8,94.6,3.6,0,1
NURS,360,INTERACTIVE PROCESSES,"Gates,Sharon A",56,58,3.155,3.525,17.9,75,7.1,0,1
NURS,476,COMPLEX PROCESSES,"Barnes,Roxie Lynne",55,56,3.424,3.654,47.3,52.7,0,0,0
NURS,430,LEADERSHIP,"Feather,Rebecca Anita",56,56,3.982,3.654,98.2,1.8,0,0,0
NURS,474,APPLIED HEALTH CARE ETHICS,"Wonder,Amy C",56,56,3.934,3.654,98.2,1.8,0,0,0
OPT,521,GEOMETRIC AND VISUAL OPTICS 1,"Brooks,Clifford W.",87,90,3.146,3.048,34.5,47.1,17.2,1.1,2
OPT,540,OCULAR BIOLOGY 1,"Port,Nicholas",83,87,3.096,3.006,30.1,56.6,13.3,0,3
OPT,542,SYSTEMS APPR BIOMEDICAL SCI I,"Liu,Chia-Yang",81,85,3.14,3.017,24.7,67.9,7.4,0,3
OPT,550,CLINICAL SCIENCES I,"Meetz,Richard Earl",80,83,2.953,3.016,17.5,65,15,2.5,2
OPT,631,OPTICS III OPHTHAL&ADV CLN OPT,"Brooks,Clifford W.",73,77,3.415,3.293,54.8,35.6,9.6,0,1
OPT,642,GENERAL PHARMACOLOGY,"Srinivas,S P",71,74,3.227,3.3,32.4,54.9,12.7,0,0
OPT,652,"CLIN SCI III,ACCMDTN&BINOC VIS","Goss,David A.",73,76,3.614,3.284,63,37,0,0,0
OPT,653,CLIN SCI III PST SGMNT EXM TCH,"Perotti,Jeffrey D",73,76,3.168,3.284,20.5,75.3,4.1,0,0
OPT,745,OCULAR DISEASE 2,"King,Brett Joseph",75,75,3.213,3.326,36,54.7,8,1.3,0
OPT,748,PRIN/MTHDS PHYS ASSESSMT & MED,"Meetz,Richard Earl",75,75,3.048,3.324,22.7,58.7,18.7,0,0
OPT,752,ADVANCE CONTACT LENS TOPICS I,"Kovacich,Susan",75,75,3.579,3.326,62.7,33.3,4,0,0
OPT,756,CLINICAL ASSESSMENT I,"Pence,Neil A.",74,74,4,3.33,100,0,0,0,0
OPT,781,PEDIATRIC OPTOMETRY,"Lyon,Don W.",74,74,3.291,3.33,39.2,52.7,8.1,0,0
PACE,250,LEADERSHIP AND PUBLIC POLICY,"Napoli,Lisa-Marie",17,23,3.071,2.798,47.1,35.3,11.8,0,3
PACE,250,LEADERSHIP AND PUBLIC POLICY,"Weinberg,Carl R.",18,25,2.817,2.926,27.8,50,11.1,0,3
PACE,250,LEADERSHIP AND PUBLIC POLICY,"Napoli,Lisa-Marie",7,7,4,3.864,100,0,0,0,0
PHIL,100,INTRODUCTION TO PHILOSOPHY,"Ebbs,Gary",41,61,3.034,2.842,22,61,17.1,0,3
PHIL,100,INTRODUCTION TO PHILOSOPHY,"Schmitt,Frederick F.",76,102,3.18,3,40.8,48.7,5.3,2.6,7
PHIL,100,INTRODUCTION TO PHILOSOPHY,"Ebbs,Gary",82,95,3.083,2.99,30.5,53.7,13.4,0,4
PHIL,100,INTRODUCTION TO PHILOSOPHY,"Schmitt,Frederick F.",74,96,3.074,2.912,32.4,54.1,6.8,4.1,4
PHIL,100,INTRODUCTION TO PHILOSOPHY,"Leite,Adam Joaquim",83,97,2.834,2.88,18.1,60.2,13.3,6,4
PHIL,103,"GENDER, SEXUALITY AND RACE","Adams,Sarah Neal",21,29,3.381,2.76,47.6,42.9,9.5,0,2
PHIL,105,CRITICAL THINKING,"Hong,Hao",40,44,3.14,3.208,42.5,40,15,0,0
PHIL,105,CRITICAL THINKING,"Fisher,David Francis",35,40,3.254,3.161,51.4,34.3,11.4,0,4
PHIL,140,INTRODUCTION TO ETHICS,"Linsenbardt,Daniel John",28,53,2.504,3.04,35.7,17.9,25,7.1,11
PHIL,140,INTRODUCTION TO ETHICS,"Montgomery,Nickolas Robert",41,56,3.246,3.136,39,51.2,7.3,2.4,0
PHIL,140,INTRODUCTION TO ETHICS,"Kiymaz,Tufan",38,42,3.376,3.171,42.1,52.6,5.3,0,2
PHIL,140,INTRODUCTION TO ETHICS,"Lindquist,Daniel Mark",35,48,2.903,2.936,31.4,40,17.1,8.6,3
PHIL,140,INTRODUCTION TO ETHICS,"Tenen,Levi",34,43,3.285,3.012,44.1,41.2,14.7,0,6
PHIL,145,LIBERTY AND JUSTICE,"Ferrell,Zachary Tristan",35,43,3.251,3.166,45.7,45.7,2.9,2.9,2
PHIL,150,ELEMENTARY LOGIC,"Savion,Leah",51,90,2.912,3.034,47.1,27.5,7.8,7.8,16
PHIL,150,ELEMENTARY LOGIC,"Savion,Leah",62,94,2.892,3.043,41.9,25.8,14.5,9.7,15
PHIL,150,ELEMENTARY LOGIC,"Verano,Ivan Camilo",35,45,2.937,3,40,34.3,14.3,5.7,5
PHIL,201,ANCIENT GREEK PHILOSOPHY,"Hasper,Pieter Sjoerd",36,62,3.086,2.992,41.7,33.3,16.7,2.8,14
PHIL,250,INTRODUCTORY SYMBOLIC LOGIC,"McCarty,David Charles",31,42,2.777,3.167,35.5,29,25.8,0,5
PHIL,301,MEDIEVAL PHILOSOPHY,"Wood,Rega",16,27,3.275,3.16,37.5,56.3,6.3,0,4
PHIL,340,CLASSICS IN ETHICS,"Abramson,Kate",21,26,2.471,3.071,28.6,23.8,23.8,9.5,0
PHIL,370,TOPICS IN PHILOSOPHY,"Leite,Adam Joaquim",19,24,2.826,3.125,26.3,52.6,10.5,0,3
PHIL,371,PHILOSOPHY OF RELIGION,"O'Connor,Timothy William",21,28,3.21,3.165,47.6,33.3,14.3,4.8,4
PHIL,401,HIST OF PHIL: SPECIAL TOPICS,"Abramson,Kate",24,27,2.888,3.042,37.5,37.5,16.7,4.2,0
PHIL,505,LOGICAL THEORY I,"McCarty,David Charles",14,15,4,3.931,100,0,0,0,0
PHIL,522,TOPICS IN HIST OF MODERN PHIL,"Wood,Allen William",13,16,3.515,3.733,76.9,15.4,0,0,1
PHIL,545,LEGAL PHILOSOPHY,"Baron,Marcia",7,8,3.3,3.625,85.7,0,0,0,0
PHSL,215,BASIC HUMAN PHYSIOLOGY,"Ronan,Mark",285,314,2.79,3.305,27.7,38.2,22.8,8.1,6
PHSL,416,COMPARATIVE ANIMAL PHYSIOLOGY,"Ronan,Mark",10,10,3.6,3.077,60,40,0,0,0
PHSL,531,HUMAN PHYSIOLOGY 1,"Martin,Bruce Joseph",8,8,3.375,3.715,37.5,62.5,0,0,0
PHYS,901,ADVANCED RESEARCH,"de Ruyter,Rob",9,10,3.933,3.839,100,0,0,0,0
PHYS,105,BASIC PHYSICS OF SOUND,"Lee,Shyh-Yuan",142,162,2.832,3.106,33.8,34.5,16.2,12.7,5
PHYS,108,AUDIO TECHNOLOGY ACOUSTICS LAB,"Lee,Shyh-Yuan",11,11,3.7,2.992,81.8,9.1,9.1,0,0
PHYS,120,ENERGY AND TECHNOLOGY,"Lammers,Sabine Wedam",56,76,2.741,2.93,33.9,32.1,21.4,7.1,10
PHYS,150,HOW THINGS WORK,"Carini,John P.",197,246,3.254,3.016,45.7,38.6,12.7,2,11
PHYS,199,PHYSICAL SCI THROUGH INQUIRY,"McCormack,Stacy Arleena",77,79,2.896,3.331,28.6,48.1,14.3,2.6,0
PHYS,201,GENERAL PHYSICS 1,"Beggs,John M",177,190,3.143,3.351,36.7,45.2,14.7,2.3,4
PHYS,201,GENERAL PHYSICS 1,"Beggs,John M",183,198,3.108,3.307,32.2,50.8,13.1,3.3,6
PHYS,202,GENERAL PHYSICS 2,"Pynn,Roger",97,106,2.727,3.294,12.4,55.7,24.7,5.2,5
PHYS,202,GENERAL PHYSICS 2,"Pynn,Roger",31,34,2.645,3.221,3.2,54.8,35.5,6.5,3
PHYS,221,PHYSICS 1,"Carini,John P.",12,12,3.4,3.476,58.3,33.3,8.3,0,0
PHYS,221,PHYSICS 1,"Zhang,Shixiong",97,113,3.068,3.202,42.3,39.2,10.3,5.2,7
PHYS,221,PHYSICS 1,"Messier,Mark D.",22,25,3.736,3.655,86.4,9.1,4.5,0,1
PHYS,222,PHYSICS 2,"Seradjeh,Babak",48,54,2.998,3.228,39.6,35.4,12.5,8.3,6
PHYS,301,PHYSICS 3,"Snow,William Michael",40,40,3.2,3.255,55,30,5,0,0
PHYS,309,MODERN PHYSICS LABORATORY,"Glazier,James Alexander",20,22,3.44,3.272,50,50,0,0,0
PHYS,310,ENVIRONMENTAL PHYSICS,"Tayloe,Rex",28,30,3.132,2.945,39.3,39.3,17.9,3.6,0
PHYS,331,THEORY OF ELECT & MAGNET I,"Richerme,Phil",36,39,3.281,3.264,50,38.9,5.6,2.8,2
PHYS,371,RADIATION SCIENCE FUNDAMENTALS,"Klein,Susan Beth",11,12,2.427,2.82,18.2,54.5,0,9.1,0
PHYS,441,ANALYTICAL MECHANICS 1,"Liao,Jinfeng",30,33,3.25,3.423,63.3,13.3,13.3,10,2
PHYS,504,PRACT: PHYSICS LAB INSTR,"Beeker,Daniel Edward",16,16,4,3.706,100,0,0,0,0
PHYS,506,ELECTRICITY & MAGNETISM I,"Urheim,Jon",18,18,3.589,3.733,55.6,44.4,0,0,0
PHYS,511,QUANTUM MECHANICS I,"Ortiz,Gerardo",13,15,3.7,3.612,76.9,23.1,0,0,1
PHYS,521,CLASSICAL MECHANICS,"Berger,Micheal S.",18,18,3.689,3.67,72.2,27.8,0,0,0
PHYS,621,RELATIVISTIC QUANTUM FLD TH I,"Passemar,Emilie",9,11,3.889,3.765,88.9,11.1,0,0,0
PHYS,630,NUCLEAR ASTROPHYSICS,"Horowitz,Charles J.",15,16,3.98,3.661,100,0,0,0,0
PHYS,640,SUBATOMIC PHYSICS I,"Liu,Chen-Yu",9,9,3.9,3.723,100,0,0,0,0
PHYS,802,RESEARCH,"de Ruyter,Rob",36,37,3.972,3.755,97.2,2.8,0,0,0
PHYS,405,READINGS IN PHYSICS,"de Ruyter,Rob",13,13,4,3.46,100,0,0,0,0
PHYS,406,RESEARCH PROJECT,"de Ruyter,Rob",7,7,3.814,3.505,85.7,14.3,0,0,0
POLS,100,AMERICAN POLIT CONTROVERSIES,"Dalecki,Jacek",99,115,3.255,2.986,46.5,39.4,9.1,2,9
POLS,100,AMERICAN POLIT CONTROVERSIES,"Dalecki,Jacek",137,153,3.197,2.987,47.4,32.8,13.9,3.6,3
POLS,103,INTRO TO AMERICAN POLITICS,"Barbour,D. Christine",132,154,2.808,3.001,33.3,35.6,18.2,6.8,14
POLS,103,INTRO TO AMERICAN POLITICS,"Barbour,D. Christine",215,268,2.748,2.922,29.8,32.6,27,6.5,25
POLS,105,INTRO TO POLITICAL THEORY,"Failer,Judith L.",126,152,2.521,2.937,9.5,46.8,34.9,5.6,9
POLS,107,INTRO TO COMPARATIVE POLITICS,"Smyth,Regina",43,53,3.074,2.944,39.5,46.5,7,0,3
POLS,109,INTRO TO INTL RELATIONS,"Winecoff,William Kindred",83,98,2.717,2.945,27.7,33.7,25.3,7.2,6
POLS,200,CONTEMPORARY POLITICAL TOPICS,"Thompson,William R.",19,26,2.537,2.576,15.8,52.6,10.5,5.3,3
POLS,200,CONTEMPORARY POLITICAL TOPICS,"Barbour,D. Christine",37,42,3.441,2.98,67.6,21.6,5.4,5.4,0
POLS,204,INSTITUTNL ANALYSIS&GOVERNANCE,"Bianco,William",24,27,3.796,3.023,95.8,0,0,0,3
POLS,205,ANALYZING POLITICS,"Razo,Armando",44,51,3.723,3.255,86.4,6.8,4.5,0,4
POLS,205,ANALYZING POLITICS,"Razo,Armando",41,60,2.405,2.706,31.7,26.8,9.8,12.2,11
POLS,211,INTRODUCTION TO LAW,"Dalecki,Jacek",151,162,3.088,3.031,41.7,35.1,15.9,4.6,4
POLS,303,POLICY MAKING IN THE U. S.,"Harris,Kirk Andrew",33,42,2.997,2.965,33.3,45.5,18.2,0,5
POLS,304,CONSTITUTIONAL LAW,"Braman,Eileen",85,91,3.011,3.068,30.6,47.1,20,0,1
POLS,308,URBAN POLITICS,"Kweon,Yesola",27,33,3.274,2.879,55.6,33.3,7.4,3.7,2
POLS,313,ENVIRONMENTAL POLICY,"Miller,Christopher J",42,51,2.576,3.055,26.2,28.6,33.3,4.8,6
POLS,317,VOTING/ELECTNS/PUBLIC OPINION,"Fraga,Bernard L.",47,53,2.783,3.072,34,31.9,19.1,10.6,2
POLS,318,THE AMERICAN PRESIDENCY,"Kuchem,Matthew Douglas",54,57,3.002,3.063,31.5,51.9,9.3,1.9,1
POLS,319,THE UNITED STATES CONGRESS,"Bianco,William",43,48,3.458,3.027,53.5,44.2,0,0,2
POLS,321,THE MEDIA AND POLITICS,"Hayes,Matthew",31,34,3.206,3.133,41.9,38.7,19.4,0,1
POLS,325,AFRICAN AMERICAN POLITICS,"Hayes,Matthew",28,32,3.046,3.075,39.3,39.3,14.3,0,2
POLS,335,WEST EUROPEAN POLITICS,"O'Brien,Diana",31,31,3.19,3.151,45.2,41.9,9.7,0,0
POLS,338,AFRICAN POLITICS,"MacLean,Lauren Mathews Morris",26,27,3.269,3.219,42.3,46.2,7.7,3.8,0
POLS,339,MIDDLE EASTERN POLITICS,"Sinno,Abdulkader",37,45,3.227,3.258,51.4,32.4,10.8,0,2
POLS,340,EAST EUROPEAN POLITICS,"Bielasiak,Jacob",18,21,3.217,3.271,27.8,61.1,11.1,0,1
POLS,353,POLITICS OF GENDER & SEXUALITY,"O'Brien,Diana",26,31,3.258,3.207,34.6,61.5,0,3.8,2
POLS,360,UNITED STATES FOREIGN POLICY,"Rasler,Karen A.",50,58,3.024,3.122,32,48,14,6,5
POLS,362,INTL POLITICS SELECTED REGIONS,"Liff,Adam Phail",10,13,3.04,2.9,30,50,20,0,0
POLS,363,COMPARATIVE FOREIGN POLICY,"Hosur,Prashant Suhas",19,22,3.474,3.15,57.9,31.6,10.5,0,0
POLS,381,CLASSICAL POLITICAL THOUGHT,"Craiutu,Aurelian",60,72,2.603,2.982,28.3,25,31.7,6.7,8
POLS,383,FDNS AMERICAN POLITICL THOUGHT,"Khachaturian,Rafael",43,49,2.947,2.9,25.6,46.5,25.6,2.3,5
POLS,395,QUANTITATIVE POLIT ANALYSIS,"DeSante,Christopher David",26,38,3.2,3.078,50,34.6,11.5,0,7
POLS,480,UNDERGRAD READINGS IN POL SCI,"Hershey,Marjorie R.",10,11,4,3.704,100,0,0,0,0
POLS,484,PRACTICUM,"Spechler,Dina R.",8,9,4,3.652,100,0,0,0,1
POLS,490,SENIOR SEM IN POLIT SCIENCE,"Loyle,Cyanne",11,12,2.727,2.828,36.4,18.2,36.4,0,1
POLS,490,SENIOR SEM IN POLIT SCIENCE,"Bielasiak,Jacob",14,15,2.964,3.102,28.6,64.3,0,0,0
POLS,490,SENIOR SEM IN POLIT SCIENCE,"Ganguly,Sumit",15,21,3.647,3.019,66.7,33.3,0,0,4
POLS,490,SENIOR SEM IN POLIT SCIENCE,"Failer,Judith L.",13,15,3.446,2.886,53.8,46.2,0,0,1
POLS,490,SENIOR SEM IN POLIT SCIENCE,"Rasler,Karen A.",8,8,3.525,3.262,50,37.5,12.5,0,0
POLS,569,INTL RELNS: APPROACHES & ISS,"Thompson,William R.",7,8,3.786,3.873,100,0,0,0,0
POLS,570,INTRO TO STUDY OF POLITICS,"Scheuerman,William",7,7,3.771,3.873,85.7,14.3,0,0,0
POLS,575,POLITICAL DATA ANALYSIS I,"DeSante,Christopher David",7,8,3.714,3.769,85.7,0,14.3,0,1
POLS,577,TOPICS IN DATA ANALYSIS,"Hellwig,Timothy",8,10,3.763,3.853,87.5,12.5,0,0,0
POLS,579,QUAL METHDS IN POLITICAL RSRCH,"MacLean,Lauren Mathews Morris",10,10,4,3.788,100,0,0,0,0
POLS,657,COMPARATIVE POLITICS,"Smyth,Regina",12,12,3.925,3.79,100,0,0,0,0
POLS,673,EMPIRICAL THEORY & METHODOLOGY,"Cole,Daniel H.",7,7,4,3.769,100,0,0,0,0
PSY,901,ADVANCED RESEARCH,"Hetrick,William P.",15,25,4,3.949,100,0,0,0,0
PSY,300,STATISTICAL TECHNIQUES,"de Leeuw,Josh",47,49,3.445,3.35,68.1,21.3,4.3,4.3,0
PSY,300,STATISTICAL TECHNIQUES,"Guth,Sherman L",45,66,2.729,3.21,33.3,31.1,17.8,6.7,19
PSY,300,STATISTICAL TECHNIQUES,"Hullinger,Richard Alan",80,95,3.433,3.365,60,30,10,0,1
PSY,300,STATISTICAL TECHNIQUES,"AuBuchon,Angela Marie",75,88,2.995,3.085,37.3,40,13.3,6.7,3
PSY,300,STATISTICAL TECHNIQUES,"Guth,Sherman L",41,70,2.544,2.925,36.6,19.5,19.5,9.8,22
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Nosofsky,Robert M.",229,254,2.84,3.035,31.9,35.4,24,3.9,4
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Brown,Emily Cheshire",221,262,3.651,3.155,79.6,14,3.6,.9,6
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Vlachos-Weber,Irene Diana",387,422,3.063,3.165,42.6,34.9,14.5,6.2,15
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Motz,Benjamin Alan",72,91,2.983,2.951,41.7,33.3,13.9,5.6,6
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Motz,Benjamin Alan",76,89,3.175,2.958,47.4,36.8,9.2,2.6,1
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Hullinger,Richard Alan",76,89,2.913,3.094,31.6,42.1,15.8,7.9,3
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Sklar,Benjamin R.",109,148,2.656,3.004,19.3,40.4,27.5,8.3,8
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Thomassen,Lisa Jane",214,257,2.809,2.987,28.5,39.3,23.8,5.1,28
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"AuBuchon,Angela Marie",232,263,2.466,2.774,23.3,30.6,25.4,12.5,8
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Cuellar,Jim S.",228,264,2.807,2.99,30.3,37.7,21.1,7,13
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Cuellar,Jim S.",233,263,2.826,3.132,28.8,39.9,22.3,7.3,12
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Huber,Jeffrey J",240,273,3.23,3.08,46.7,36.7,12.1,3.3,6
PSY,101,INTRODUCTORY PSYCHOLOGY 1,"Brown,Emily Cheshire",236,262,3.472,3.159,64.8,23.7,8.1,2.1,4
PSY,102,INTRODUCTORY PSYCHOLOGY 2,"Vlachos-Weber,Irene Diana",236,261,3.175,3.234,49.2,33.5,11,3.8,8
PSY,102,INTRODUCTORY PSYCHOLOGY 2,"Finn,Peter",198,220,2.905,3.198,25.8,46.5,22.2,4.5,9
PSY,102,INTRODUCTORY PSYCHOLOGY 2,"Minich,Anthony",237,262,3.19,3.124,49.4,35,10.5,2.1,5
PSY,155,INTRO TO PSY & BRAIN SCIENCES,"Bradshaw,Heather B",62,66,3.76,3.46,82.3,12.9,4.8,0,1
PSY,155,INTRO TO PSY & BRAIN SCIENCES,"Kennedy,Dan",98,118,2.692,3.075,27.6,34.7,27.6,4.1,5
PSY,155,INTRO TO PSY & BRAIN SCIENCES,"Garraghty,Preston Evans",65,86,2.188,2.903,21.5,23.1,30.8,9.2,13
PSY,155,INTRO TO PSY & BRAIN SCIENCES,"Thomassen,Lisa Jane",73,85,2.759,3.112,28.8,42.5,17.8,2.7,4
PSY,155,INTRO TO PSY & BRAIN SCIENCES,"Patton,Cynthia M",95,111,2.954,3.007,30.5,38.9,21.1,7.4,5
PSY,199,CAREER PLANNING: PSYCH MAJORS,"Patton,Cynthia M",14,234,0,3.083,0,0,0,0,15
PSY,211,METH OF EXPERIMNTL PSYCHOLOGY,"Hullinger,Richard Alan",227,261,3.037,3.053,39.2,37.9,16.7,1.8,22
PSY,303,HEALTH PSYCHOLOGY,"Brothers,Brittany Michelle",46,52,3.441,3.411,63,28.3,6.5,0,0
PSY,304,SOC PSYCHOL INDIV DIFFERENCES,"Kim,Anita",79,83,3.173,3.07,38,41.8,15.2,2.5,1
PSY,304,SOC PSYCHOL INDIV DIFFERENCES,"Van Loo,Katie Jean",49,59,3.582,3.207,71.4,22.4,4.1,0,0
PSY,304,SOC PSYCHOL INDIV DIFFERENCES,"Thompson,Scott A",68,79,3.674,3.381,73.5,22.1,4.4,0,0
PSY,304,SOC PSYCHOL INDIV DIFFERENCES,"Lochbihler,Stephanie Lynn",32,40,3.053,3.007,40.6,37.5,15.6,0,3
PSY,304,SOC PSYCHOL INDIV DIFFERENCES,"Thompson,Scott A",61,68,3.346,3.162,49.2,36.1,13.1,0,2
PSY,315,DEVELOPMENTAL PSYCHOLOGY,"Chen,Chi-hsin",75,84,3.433,3.248,62.7,24,10.7,1.3,2
PSY,315,DEVELOPMENTAL PSYCHOLOGY,"Harshaw,Christopher W",45,54,3.793,3.427,86.7,11.1,0,0,1
PSY,319,THE PSYCHOLOGY OF PERSONALITY,"Roberts,Alan C.",57,64,2.684,2.853,24.6,33.3,35.1,5.3,3
PSY,323,INDUSTRIAL/ORGANIZATIONAL PSY,"Dreher,George F.",29,32,3.948,3.242,100,0,0,0,0
PSY,324,ABNORMAL PSYCHOLOGY,"Sklar,Benjamin R.",67,84,3.363,3.058,53.7,32.8,13.4,0,2
PSY,324,ABNORMAL PSYCHOLOGY,"Vlachos-Weber,Irene Diana",89,104,3.649,3.426,75.3,22.5,0,1.1,1
PSY,324,ABNORMAL PSYCHOLOGY,"Viken,Richard J.",101,110,3.011,3.322,44.6,28.7,22.8,4,5
PSY,324,ABNORMAL PSYCHOLOGY,"Roberts,Alan C.",66,67,3.011,3.163,37.9,40.9,15.2,1.5,1
PSY,329,SENSATION AND PERCEPTION,"Gruenenfelder,Thomas More",53,63,2.966,3.11,39.6,28.3,24.5,7.5,2
PSY,330,PERCEPTION/ACTION,"Bingham,Geoffrey",12,19,3,3.034,33.3,50,8.3,0,3
PSY,335,COGNITIVE PSYCHOLOGY,"Pestilli,Franco",34,38,3.038,2.835,41.2,32.4,14.7,11.8,3
PSY,335,COGNITIVE PSYCHOLOGY,"Gruenenfelder,Thomas More",59,74,3.09,3.186,37.3,40.7,20.3,1.7,5
PSY,335,COGNITIVE PSYCHOLOGY,"DeLong,Jordan Edmund",63,67,3.129,3.26,44.4,36.5,14.3,3.2,0
PSY,335,COGNITIVE PSYCHOLOGY,"Goldstone,Robert L.",78,86,2.701,3.198,15.4,48.7,29.5,3.8,5
PSY,335,COGNITIVE PSYCHOLOGY,"DeLong,Jordan Edmund",103,112,2.906,3.09,32,41.7,19.4,3.9,3
PSY,337,CLINICAL NEUROSCIENCE,"O'Donnell,Brian F.",64,70,3.589,3.397,67.2,29.7,3.1,0,2
PSY,338,PSYCH OF COACH AND MOTOR PERF,"Huber,Jeffrey J",58,64,3.264,3.141,51.7,32.8,10.3,5.2,4
PSY,346,NEUROSCIENCE,"Kalinovsky,Anna",69,79,3.303,3.094,56.5,26.1,10.1,4.3,7
PSY,346,NEUROSCIENCE,"Newman,Ehren Lee",97,108,3.381,3.14,50.5,41.2,6.2,0,9
PSY,346,NEUROSCIENCE,"Sengelaub,Dale R",69,92,2.541,3.325,29,29,23.2,4.3,19
PSY,346,NEUROSCIENCE,"Ramsden,Benjamin Michael",22,28,2.955,2.893,31.8,36.4,27.3,4.5,0
PSY,346,NEUROSCIENCE,"Farley,Joseph",37,53,3.451,3.352,54.1,37.8,8.1,0,9
PSY,349,COGNITIVE NEUROSCIENCE,"James,Karin Harman",45,48,3.333,3.196,48.9,44.4,4.4,2.2,2
PSY,357,TOPICS IN PSYCHOLOGY,"Kim,Anita",29,34,3.61,3.168,65.5,20.7,13.8,0,0
PSY,406,DEVELOPMNTL COGNITIVE NEUROSCI,"Byrge,Lisa",29,35,3.779,3.343,79.3,17.2,3.4,0,2
PSY,407,DRUGS AND THE NERVOUS SYSTEM,"Bice,Paula J",42,45,3.717,3.395,76.2,21.4,2.4,0,1
PSY,421,LABORATORY IN SOC PSYCHOLOGY,"Krendl,Anne Catherine",26,28,3.023,3.235,38.5,38.5,19.2,3.8,0
PSY,421,LABORATORY IN SOC PSYCHOLOGY,"Thompson,Scott A",17,20,3.5,3.171,70.6,23.5,0,5.9,3
PSY,426,LAB IN BEHAVIORAL NEUROSCIENCE,"Orczyk,John Joseph",9,9,4,3.214,100,0,0,0,0
PSY,435,LAB: HUMAN LEARN & COGNITION,"Busey,Thomas Andrew",23,26,3.609,3.313,78.3,8.7,8.7,4.3,2
