DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
SPEA,340,URBAN GOVERNMENT ADMIN,"Kruzan,Mark R.",28,34,3.175,3.06,32.1,60.7,7.1,0,2
SPEA,346,INTRO TO GOVT ACCTG/FINL REPTG,"McCaster,Antonette L",74,83,3.436,3.094,58.1,36.5,2.7,0,6
SPEA,348,MANAGEMENT SCIENCE,"Alexeev,Alexander",45,54,2.68,3.065,13.3,46.7,33.3,6.7,4
SPEA,348,MANAGEMENT SCIENCE,"Zhang,Ruodan",47,54,3.245,2.939,42.6,44.7,10.6,2.1,3
SPEA,348,MANAGEMENT SCIENCE,"Alexeev,Alexander",26,31,2.819,3.024,15.4,53.8,26.9,3.8,1
SPEA,361,FINANCIAL MANAGEMENT,"Lozano Rojas,Felipe A. Andres",60,72,2.165,2.962,18.3,23.3,25,21.7,6
SPEA,361,FINANCIAL MANAGEMENT,"Kravchuk,Robert S.",63,66,3.252,3.235,44.4,44.4,11.1,0,2
SPEA,361,FINANCIAL MANAGEMENT,"Renner,Terri L.",57,70,2.858,3.106,40.4,26.3,19.3,10.5,5
SPEA,361,FINANCIAL MANAGEMENT,"Reuveny,Rafael",61,74,2.944,3.16,29.5,42.6,24.6,3.3,2
SPEA,362,NONPROFIT MGMT & LEADERSHP,"Cheng,Yuan",38,42,3.334,3.26,63.2,23.7,2.6,5.3,2
SPEA,362,NONPROFIT MGMT & LEADERSHP,"Cheng,Yuan",44,50,3.693,3.295,79.5,15.9,2.3,2.3,4
SPEA,365,URBAN DEVELOPMENT AND PLANNING,"Nierzwicki Jr,Frank Leonard",35,41,3.494,3.272,62.9,31.4,5.7,0,2
SPEA,369,MANAGING INFORMATION TECH,"Walsh,Alan J",50,53,2.738,2.777,18,58,10,12,0
SPEA,369,MANAGING INFORMATION TECH,"Morris,Roger Alan",83,87,3.38,3.115,48.2,47,4.8,0,1
SPEA,369,MANAGING INFORMATION TECH,"Farmer,Jacob",62,73,3.418,2.982,53.2,38.7,8.1,0,2
SPEA,369,MANAGING INFORMATION TECH,"Meyer,David Wainright",25,26,3,3.208,28,48,20,4,0
SPEA,370,RESEARCH MTHD & STAT MODELING,"Ali,Mir Usman",40,52,2.5,3.026,20,32.5,27.5,17.5,3
SPEA,370,RESEARCH MTHD & STAT MODELING,"Alexeev,Alexander",44,51,2.918,3.208,38.6,36.4,13.6,9.1,1
SPEA,371,FINANCING PUBLIC AFFAIRS,"Heim,Bradley",84,89,2.857,3.143,20.2,51.2,22.6,6,0
SPEA,372,GOVERNMENT FINANCE AND BUDGETS,"Lehmkuhler,Philip Gerard",65,69,3.182,3.165,38.5,44.6,15.4,1.5,0
SPEA,372,GOVERNMENT FINANCE AND BUDGETS,"Shassberger,John",97,109,3.334,3.233,35.1,60.8,4.1,0,3
SPEA,372,GOVERNMENT FINANCE AND BUDGETS,"Lehmkuhler,Philip Gerard",75,87,3.02,2.921,38.7,40,13.3,2.7,2
SPEA,372,GOVERNMENT FINANCE AND BUDGETS,"Fox,John Anthony",68,80,2.703,3.157,22.1,38.2,27.9,8.8,3
SPEA,372,GOVERNMENT FINANCE AND BUDGETS,"Zorn,C. Kurt",70,77,2.627,3.008,15.7,44.3,28.6,8.6,2
SPEA,373,HUMAN RESOURCE MGMT PUB SECTOR,"Schrader,Christopher Michael",81,86,3.458,3.127,48.1,50.6,1.2,0,1
SPEA,373,HUMAN RESOURCE MGMT PUB SECTOR,"Rayzor,Natalia",69,70,3.597,3.22,59.4,39.1,1.4,0,0
SPEA,373,HUMAN RESOURCE MGMT PUB SECTOR,"Stedman,Kathleen Dawn",51,57,3.41,2.937,52.9,39.2,7.8,0,2
SPEA,373,HUMAN RESOURCE MGMT PUB SECTOR,"Grundmann,Daniel J.",60,61,2.965,3.12,23.3,58.3,15,1.7,1
SPEA,378,POLICY PROCESSES IN THE U.S.,"McLean,Donna Rae",16,16,3.763,3.612,87.5,12.5,0,0,0
SPEA,379,PERF MEASUREMENT&PROGRAM EVAL,"King,Mindy Hightower",40,42,2.978,3.131,30,45,20,5,0
SPEA,379,PERF MEASUREMENT&PROGRAM EVAL,"Sherrod,Jessica",47,54,3.719,3.208,74.5,25.5,0,0,1
SPEA,379,PERF MEASUREMENT&PROGRAM EVAL,"Ratcliff,Kathleen Anderson",31,39,2.884,2.927,29,48.4,9.7,9.7,3
SPEA,379,PERF MEASUREMENT&PROGRAM EVAL,"King,Mindy Hightower",42,44,3.271,3.295,45.2,42.9,7.1,4.8,0
SPEA,386,CASE STDS FOR POLICY ANALYSIS,"Pirog,Maureen",33,38,2.461,2.904,24.2,27.3,33.3,6.1,4
SPEA,401,FIN & COST BENEFIT ANALYSIS,"Freedman,Seth",41,43,2.956,3.069,24.4,46.3,26.8,2.4,0
SPEA,401,FIN & COST BENEFIT ANALYSIS,"Krutilla,Kerry",43,46,3.144,2.949,34.9,51.2,11.6,2.3,2
SPEA,405,PUBL LAW & LEGISLATIVE PROCESS,"Watson,Elizabeth Schoff",50,58,3.72,3.177,82,12,4,0,2
SPEA,407,PUBLIC LAW & GOVT RELATIONS,"Fraley,Mark",64,67,3.606,3.314,68.8,29.7,1.6,0,0
SPEA,412,LEADERSHIP AND ETHICS,"Tariq,Iram",65,73,3.605,3.137,72.3,24.6,3.1,0,1
SPEA,412,LEADERSHIP AND ETHICS,"Long Thompson,Jill Lynette",83,89,3.277,3.254,30.1,63.9,6,0,1
SPEA,432,LABOR REL IN THE PUBLIC SECTOR,"Guyott,Nancy Joy",77,86,3.186,3.038,44.2,39,13,2.6,5
SPEA,435,NEGOTIATION & ALTERN DISP RES,"Amsler,Lisa Blomgren",27,35,3.207,3.204,33.3,51.9,14.8,0,2
SPEA,435,NEGOTIATION & ALTERN DISP RES,"Branham,Gary Lee",62,66,3.089,3.174,32.3,53.2,12.9,1.6,1
SPEA,435,NEGOTIATION & ALTERN DISP RES,"Branham,Gary Lee",67,73,3.145,3.138,35.8,49.3,13.4,1.5,2
SPEA,436,COMM FOR GOVT & NONPROFIT ORGS,"Hyten LaFontaine,Stephanie Lynn",42,46,3.8,3.263,85.7,14.3,0,0,0
SPEA,437,PUBLIC TRANSPORTATION,"McLary,James",33,41,3.691,3.125,72.7,27.3,0,0,2
SPEA,443,MANAGING WORK FORCE DIVERSITY,"Fulton,Brad",46,52,3.411,3.199,60.9,23.9,15.2,0,0
SPEA,443,MANAGING WORK FORCE DIVERSITY,"Rayzor,Natalia",53,58,3.3,3.17,50.9,34,13.2,1.9,1
SPEA,449,SENIOR POLICY SEMINAR,"Avellaneda,Claudia Nancy",6,6,3.283,3.12,50,33.3,16.7,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Karaagac,John",19,25,3.642,3.613,73.7,26.3,0,0,3
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"McLary,James",6,9,3.517,3.021,66.7,33.3,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Carley,Sanya",19,19,3.389,3.714,57.9,31.6,5.3,5.3,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Amsler,Terry Lee",28,33,3.65,3.126,75,21.4,3.6,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Karaagac,John",21,27,2.99,3.09,38.1,28.6,33.3,0,3
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Konisky,David",18,21,3.35,3.218,55.6,33.3,5.6,0,1
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Otto,Jonah Michael",13,14,3.362,3.076,46.2,46.2,7.7,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Fuentes-Rohwer,Luis E.",62,64,3.303,3.393,50,32.3,17.7,0,1
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Cate,Beth E",38,42,3.584,3.321,63.2,36.8,0,0,1
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Henry,David George",20,22,3.785,3.203,80,20,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Brass,Jennifer",7,10,3.386,3.38,42.9,57.1,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Woodring,R.J.",37,42,3.424,3.051,54.1,35.1,10.8,0,2
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Ryan Jr,Joseph S",10,10,3.57,3.233,60,40,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Nguyen,Thuy Dieu",11,14,3.736,3.376,81.8,18.2,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Cox,David K",12,14,3.508,3.025,58.3,41.7,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"McLean,Donna Rae",16,16,3.85,3.612,100,0,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Kuhar,Ursula Maria",7,12,2.471,3.003,28.6,28.6,14.3,14.3,3
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Nierzwicki Jr,Frank Leonard",16,16,3.294,2.977,31.3,68.8,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Glaser,Christine",20,23,3.325,3.049,50,40,10,0,2
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Nierzwicki Jr,Frank Leonard",9,13,3.044,3.084,11.1,88.9,0,0,2
SPEA,458,FUND DEV FOR NONPRFT ORG,"Garraghty,Lori",29,30,3.217,3.167,41.4,37.9,20.7,0,0
SPEA,462,COMMUNITY DEVELOPMENT,"Nierzwicki Jr,Frank Leonard",58,61,3.159,3.03,19,75.9,5.2,0,1
SPEA,475,DATABASE MANAGEMENT SYSTEMS,"Morris,Roger Alan",34,41,3.2,3.069,44.1,35.3,14.7,2.9,3
SPEA,476,COMPNSATION STRATEGY & SYSTEMS,"Grundmann,Daniel J.",81,87,3.185,3.153,22.2,72.8,3.7,0,0
SPEA,477,STRATEGIC HUMAN RESOURCE MGMT,"Grundmann,Daniel J.",83,92,3.119,3.23,20.5,66.3,13.3,0,2
SPEA,478,EMPLOYMNT LAW HUMAN RES MGMT,"O'Guinn,M Dave",48,54,2.858,3.149,22.9,41.7,31.3,4.2,2
SPEA,479,EMPL RECRUTMNT & SELEC PUB SEC,"Hughes,Cheryl Kay",65,70,3.506,3.214,52.3,44.6,3.1,0,0
SPEA,499,HONORS THESIS,"Need,Andrea",6,7,4,3.789,100,0,0,0,0
SPEA,502,PUBLIC MANAGEMENT,"Engbers,Trent Aaron",25,30,3.616,3.277,72,20,8,0,3
SPEA,502,PUBLIC MANAGEMENT,"Avellaneda,Claudia Nancy",46,49,3.772,3.598,80.4,19.6,0,0,0
SPEA,502,PUBLIC MANAGEMENT,"Rutherford,Amanda",43,45,3.579,3.426,74.4,20.9,4.7,0,0
SPEA,502,PUBLIC MANAGEMENT,"Rabovsky,Tom",47,49,3.811,3.668,89.4,10.6,0,0,1
SPEA,506,STAT ANALYS FOR EFF DEC MAKING,"McQueen,Kand S",48,48,3.444,3.479,54.2,35.4,10.4,0,0
SPEA,506,STAT ANALYS FOR EFF DEC MAKING,"Woronkowicz,Joanna",20,29,3.275,3.313,60,20,15,5,7
SPEA,506,STAT ANALYS FOR EFF DEC MAKING,"Alexeev,Alexander",43,44,3.512,3.501,58.1,41.9,0,0,0
SPEA,506,STAT ANALYS FOR EFF DEC MAKING,"Rabovsky,Tom",48,48,3.667,3.694,75,18.8,4.2,2.1,0
SPEA,506,STAT ANALYS FOR EFF DEC MAKING,"McQueen,Kand S",39,44,3.567,3.584,66.7,28.2,2.6,2.6,1
SPEA,517,PUBLIC MANAGEMENT ECONOMICS,"Ross,Justin",41,42,3.217,3.451,26.8,65.9,7.3,0,0
SPEA,517,PUBLIC MANAGEMENT ECONOMICS,"Duncan,Denvil",32,35,3.209,3.507,43.8,50,0,6.3,0
SPEA,517,PUBLIC MANAGEMENT ECONOMICS,"Richards,Kenneth R.",37,39,3.381,3.52,48.6,43.2,8.1,0,0
SPEA,517,PUBLIC MANAGEMENT ECONOMICS,"Simon,Daniel",37,39,3.327,3.535,35.1,64.9,0,0,0
SPEA,517,PUBLIC MANAGEMENT ECONOMICS,"Simon,Daniel",36,39,3.175,3.445,33.3,58.3,8.3,0,1
SPEA,540,LAW AND PUBLIC AFFAIRS,"Cate,Beth E",40,41,3.45,3.412,50,45,5,0,0
SPEA,540,LAW AND PUBLIC AFFAIRS,"Need,Andrea",39,42,3.392,3.487,48.7,48.7,2.6,0,1
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Afoaku,Osita",22,24,3.8,3.452,90.9,9.1,0,0,1
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Richards,Kenneth R.",26,28,3.938,3.634,96.2,3.8,0,0,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Carley,Sanya",14,17,3.45,3.634,64.3,28.6,0,0,0
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Henshel,Diane S.",9,9,3.622,3.576,55.6,44.4,0,0,0
SPEA,606,STATISTICS FOR RSCH PUB AFFS I,"Wing,Coady",11,14,3.827,3.769,90.9,9.1,0,0,1
SPEA,890,THESIS (PH D),"Nicholson-Crotty,Sean",13,13,4,3.769,100,0,0,0,0
SPH,269,CLINICAL EDUC IN ATHL TRNG I,"Madsen,Leif Philip",20,20,3.885,3.326,95,0,5,0,0
SPH,279,RECOG/EVAL-LOWER EXTEMITY INJ,"Madsen,Leif Philip",20,20,3.255,3.326,30,70,0,0,0
SPH,282,STRAP/BANDAGING OF PHYS ACTIVE,"Langemaat,Joel Victor",20,20,3.5,3.326,50,50,0,0,0
SPH,381,CLINICAL EDUC IN ATHL TRNG III,"Madsen,Leif Philip",16,16,3.844,3.419,93.8,6.3,0,0,0
SPH,481,CLIN EDUC IN ATHL TRAINING V,"Madsen,Leif Philip",16,16,3.563,3.199,62.5,31.3,6.3,0,0
SPH,490,ORG & ADMIN OF ATHLETIC TRNG,"Sage,Bradley",16,16,3.669,3.199,68.8,31.3,0,0,0
SPH,494,SENIOR SEM IN ATHLETIC TRAIN,"Sage,Bradley",16,16,3.919,3.199,93.8,6.3,0,0,0
SPH,581,ATHL TRG PRINCIPLES FOR SPINE,"Kingma,Jackie",16,16,3.8,3.825,87.5,12.5,0,0,0
SPH,587,ATHL TG PRINCIPLES UP EXTREMIT,"Kingma,Jackie",16,16,3.925,3.825,100,0,0,0,0
SPH,150,INTRODUCTION TO PUBLIC HEALTH,"Armijos,Rodrigo",56,69,3.307,3.168,39.3,50,10.7,0,4
SPH,150,INTRODUCTION TO PUBLIC HEALTH,"Agley,Daniel Lee",72,82,3.547,3.083,65.3,25,9.7,0,3
SPH,150,INTRODUCTION TO PUBLIC HEALTH,"Agley,Daniel Lee",6,6,3.833,3.549,83.3,16.7,0,0,0
SPH,150,INTRODUCTION TO PUBLIC HEALTH,"Khan,Khalid Mahmood",38,46,3.208,3.08,42.1,39.5,15.8,0,4
SPH,310,HLTH CARE IN DVRSE COMMUNITIES,"Guerra-Reyes,Lucia",48,54,3.8,3.187,81.3,18.8,0,0,1
SPH,310,HLTH CARE IN DVRSE COMMUNITIES,"Forrest,Gina",46,49,3.965,3.2,97.8,2.2,0,0,1
SPH,315,HEALTH IN THE LATER YEARS,"Johnston,Jeanne Deborah",60,68,3.78,3.04,88.3,6.7,3.3,0,2
SPH,354,MULTIDIS PERSP IN GERONTOLOGY,"Huber,Lesa",33,39,3.148,3.043,51.5,30.3,12.1,0,2
SPH,366,COMMUNITY HEALTH,"Githiri,Virginia Tati",55,58,3.324,2.882,63.6,23.6,5.5,3.6,1
SPH,366,COMMUNITY HEALTH,"Agley,Daniel Lee",66,73,3.709,3.13,75.8,21.2,3,0,2
SPH,403,PUBLIC HEALTH PROGRAM PLANNING,"Githiri,Virginia Tati",85,92,3.725,3.161,78.8,20,0,0,0
SPH,403,PUBLIC HEALTH PROGRAM PLANNING,"Forrest,Gina",31,35,3.784,3.074,96.8,0,0,0,0
SPH,501,ASSESSMNT&PLANNING PUBLIC HLTH,"Reece,Michael",26,30,3.573,3.602,69.2,26.9,3.8,0,1
SPH,589,SOC & BEH DETERMINANTS OF HLTH,"Middlestadt,Susan Elizabeth",45,47,3.691,3.629,77.8,22.2,0,0,1
SPH,602,INTERVNTN DESIGN PUBLIC HEALTH,"Middlestadt,Susan Elizabeth",18,19,3.539,3.765,55.6,44.4,0,0,0
SPH,702,ADV EVAL RES IN PUB HLTH,"Lin,Hsien-Chang",9,9,3.589,3.788,55.6,44.4,0,0,0
SPH,703,ACQUIRING EXT FUNDS RESEARCH,"Macy,Jon T",16,17,3.788,3.836,93.8,6.3,0,0,0
SPH,213,INTRO TO SPORT COMMUNICATION,"Pedersen,Paul Mark",123,147,2.854,2.949,24.4,47.2,22.8,4.1,20
SPH,329,ISSUES IN SPORT COMMUNICATION,"Wiechers,Nathan D",110,112,3.551,3.038,66.4,27.3,6.4,0,0
SPH,311,INTRODUCTION TO EPIDEMIOLOGY,"DiOrio,Dawne",37,40,2.981,2.917,27,45.9,24.3,2.7,2
SPH,311,INTRODUCTION TO EPIDEMIOLOGY,"Nelson,Erik J",66,71,3.624,3.32,72.7,24.2,3,0,0
SPH,311,INTRODUCTION TO EPIDEMIOLOGY,"VanDeventer,Vickie Lynn",22,24,3.523,2.983,72.7,13.6,13.6,0,0
SPH,353,DIST & DETERMINANT CHRONIC DIS,"Nelson,Erik J",14,15,3.914,3.228,100,0,0,0,0
SPH,358,EPI METHODS: CONCEPTS,"Chomistek,Andrea Kaye",6,7,3.467,3.311,66.7,33.3,0,0,0
SPH,610,INTRO APPLIED EPI AND BIOSTAT,"Sayegh,M. Aaron",35,36,3.466,3.556,54.3,37.1,8.6,0,1
SPH,651,EPIDEMIOLOGY,"Luo,Juhua",35,37,3.417,3.674,48.6,42.9,8.6,0,0
SPH,653,CHRONIC DISEASE EPIDEMIOLOGY,"Bidulescu,Aurelian",17,17,3.853,3.836,94.1,5.9,0,0,0
SPH,655,INFECTIOUS DISEASE EPIDEMIOLGY,"Sayegh,M. Aaron",14,15,3.929,3.835,92.9,7.1,0,0,1
SPH,150,INTRO TO LIFE SPAN DEVELOPMENT,"Getz,Deborah A",152,168,3.642,3.127,74.3,22.4,.7,0,7
SPH,150,INTRO TO LIFE SPAN DEVELOPMENT,"Chow,Angela",38,39,3.663,3.223,84.2,10.5,0,2.6,0
SPH,255,HUMAN SEXUALITY,"Yarber,William Lee",19,25,3.721,3.267,73.7,26.3,0,0,2
SPH,255,HUMAN SEXUALITY,"Guthrie,Benjamin Frank",60,65,4,3.356,100,0,0,0,1
SPH,255,HUMAN SEXUALITY,"Forrest,Gina",76,87,3.791,3.179,81.6,17.1,1.3,0,3
SPH,258,MARRIAGE & FAMILY INTERACTION,"Beckmeyer,Jonathon James",68,72,3.45,3.063,57.4,32.4,7.4,2.9,0
SPH,345,PARENT-CHILD RELATIONS,"Greene,Alison Rachel",102,119,3.514,3.179,59.8,35.3,2.9,1,9
SPH,346,HUM DEV I-CONCEPT EARLY CHLHD,"Schmidt,Maria Kay",19,19,3.353,3.219,57.9,21.1,21.1,0,0
SPH,347,HUM DEV 2:MID CHLDHD THRU ADOL,"Chow,Angela",58,59,3.84,3.302,87.9,8.6,3.4,0,1
SPH,348,HUM DEV 3-EARLY MID LATE ADULT,"Engels,Jennifer Suzanne",35,36,3.863,3.354,91.4,8.6,0,0,0
SPH,430,PROF PREP IN HUM DEV&FAMILY ST,"Wong,Angie",23,24,3.409,3.35,65.2,21.7,8.7,0,0
SPH,430,PROF PREP IN HUM DEV&FAMILY ST,"Wong,Angie",22,23,3.555,3.303,72.7,18.2,9.1,0,1
SPH,453,FAMILY LIFE EDUCATION,"Beckmeyer,Jonathon James",30,32,3.44,3.24,66.7,20,10,3.3,1
SPH,457,STRESS & RESILIENCE IN FAMILY,"Murray,Maresa Janee",18,19,3.983,3.337,100,0,0,0,0
SPH,458,FAMILY LAW AND POLICY,"Cooperman,Erin B",37,38,3.219,3.269,54.1,29.7,10.8,5.4,0
SPH,557,STRESS & RESIL IN FAM & COMM,"Murray,Maresa Janee",9,9,3.967,3.749,100,0,0,0,0
SPH,150,CHILDREN'S HEALTH UP TO AGE 5,"Wong,Angie",16,21,3.469,3.076,37.5,62.5,0,0,1
SPH,160,FIRST AID AND EMERGENCY CARE,"Applegate,Trent E",186,202,3.322,3.089,52.7,37.1,5.9,2.7,6
SPH,170,HLTH & SURVIVING COLLEGE YEARS,"Finley,Kathy Lyn",51,59,3.384,3,51,39.2,7.8,0,2
SPH,172,INTL HEALTH & SOCIAL ISSUES,"Kay,Noy S.",48,56,3.348,3.039,43.8,41.7,14.6,0,2
SPH,180,STRESS PREVENTION & MANAGEMENT,"Kaschalk,Elizabeth",60,72,3.863,3.255,90,8.3,1.7,0,2
SPH,180,STRESS PREVENTION & MANAGEMENT,"Lee,Boram",26,33,3.673,2.971,80.8,11.5,7.7,0,1
SPH,180,STRESS PREVENTION & MANAGEMENT,"Olcott,Courtney Owyn",73,93,3.329,2.891,60.3,23.3,12.3,1.4,6
SPH,220,DEATH & DYING,"Kay,Noy S.",63,71,3.335,2.838,34.9,60.3,4.8,0,0
SPH,235,OBESITY AND HEALTH,"Yoke,Mary",46,49,3.813,3.103,84.8,13,2.2,0,2
SPH,263,PERSONAL HEALTH,"Antwi,Godfred Osei",69,84,3.709,3.217,79.7,18.8,1.4,0,0
SPH,263,PERSONAL HEALTH,"Finley,Kathy Lyn",65,70,3.448,3.105,66.2,27.7,1.5,0,0
SPH,263,PERSONAL HEALTH,"Jones,Aaron David",52,61,3.558,3.021,75,19.2,1.9,0,1
SPH,263,PERSONAL HEALTH,"Wang,Zhi",71,87,3.639,3.019,76.1,19.7,0,1.4,4
SPH,305,WOMEN'S HEALTH,"Ellis,Nancy Theresa",16,21,3.213,2.883,37.5,56.3,0,6.3,1
SPH,305,WOMEN'S HEALTH,"Holmes,Cheryl Lynn",90,93,3.934,3.149,97.8,2.2,0,0,0
SPH,306,MEN'S HEALTH,"Hansen,Cathlene Hardy",48,58,3.938,2.957,93.8,6.3,0,0,0
SPH,318,DRUG USE IN AMERICAN SOCIETY,"Finley,Kathy Lyn",49,56,3.451,2.906,55.1,36.7,8.2,0,4
SPH,318,DRUG USE IN AMERICAN SOCIETY,"Sadler,Katharine",26,31,3.754,3.157,88.5,7.7,3.8,0,1
SPH,318,DRUG USE IN AMERICAN SOCIETY,"Radanovich,Jasynda Joy",33,36,2.906,2.863,30.3,36.4,27.3,3,1
SPH,320,THE NATURE OF CANCER,"Githiri,Virginia Tati",41,48,3.88,3.242,92.7,4.9,2.4,0,1
SPH,350,TOPICAL SEMINAR IN HEALTH EDUC,"Eastman-Mueller,Heather Paige",13,16,3.923,3.158,92.3,7.7,0,0,2
SPH,351,COMPLEMENTARY/ALT APPR TO HLTH,"Lindeman,Alice K.",34,36,3.618,3.281,79.4,17.6,0,0,1
SPH,395,PRACTICUM IN COLLEGE SEX EDUC,"Eastman-Mueller,Heather Paige",6,8,3.167,3.104,50,16.7,33.3,0,0
SPH,401,EMERGENCY MED TECHN AMBUL I,"Tinsley,Walter Archie",28,29,3.775,3.347,78.6,21.4,0,0,0
SPH,401,EMERGENCY MED TECHN AMBUL I,"Tinsley,Walter Archie",22,25,3.486,3.03,54.5,40.9,4.5,0,1
SPH,403,EMERGENCY MED TECH TCHNG ASST,"Tinsley,Walter Archie",12,13,4,3.397,100,0,0,0,1
SPH,404,EMERGENCY MEDICAL TECHNICN LAB,"Tinsley,Walter Archie",12,12,4,3.513,100,0,0,0,0
SPH,404,EMERGENCY MEDICAL TECHNICN LAB,"Tinsley,Walter Archie",16,16,4,3.032,100,0,0,0,0
SPH,404,EMERGENCY MEDICAL TECHNICN LAB,"Tinsley,Walter Archie",22,26,3.864,3.164,86.4,13.6,0,0,1
SPH,452,SEC SCH HLTH INSTRCT&ASSESSMNT,"Lohrmann,David K.",6,6,3.95,3.555,100,0,0,0,0
SPH,494,RES&EVAL MTHD IN HLTH&SAFETY,"Shimek,Jo Anna Marie",37,40,3.603,3.219,73,18.9,5.4,0,0
SPH,494,RES&EVAL MTHD IN HLTH&SAFETY,"Agley,Daniel Lee",32,34,3.863,3.19,84.4,15.6,0,0,2
SPH,494,RES&EVAL MTHD IN HLTH&SAFETY,"Guerra-Reyes,Lucia",41,47,3.968,3.367,97.6,2.4,0,0,2
SPH,494,RES&EVAL MTHD IN HLTH&SAFETY,"Hendryx,Michael Shawn",21,23,3.095,2.964,28.6,52.4,19,0,0
SPH,500,PHIL & PRINC OF HEALTH EDUC,"Ellis,Nancy Theresa",6,6,3.783,3.622,83.3,16.7,0,0,0
SPH,661,LEGAL ISSUES IN PUBLIC HEALTH,"Cooperman,Erin B",23,23,3.691,3.704,78.3,21.7,0,0,0
SPH,662,ACQUIRING & MANAGING EXT FUNDS,"Alter,Jeanie",22,22,3.777,3.767,95.5,4.5,0,0,0
SPH,750,ADVANCED SEM IN HLTH BEHAVIOR,"Sherwood-Laughlin,Catherine M.",8,9,3.75,3.774,87.5,0,12.5,0,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Gleckler,Wendy",10,17,3.7,3.16,70,30,0,0,1
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Kelly,Patrick Charles",9,13,3.967,3.488,100,0,0,0,3
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"LeBeau,David Arthur",18,22,3.856,3.178,88.9,11.1,0,0,2
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"LeBeau,David Arthur",25,34,3.924,3.385,96,4,0,0,1
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Davis,Earon",34,39,3.991,3.095,100,0,0,0,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Durisen,Michael Vincent Mecca",23,32,4,3.294,100,0,0,0,6
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Watson,J F",28,31,3.964,3.416,96.4,3.6,0,0,1
SPH,103,ARCHERY,"Pierle,Jacob T",18,22,3.8,3.473,83.3,16.7,0,0,1
SPH,103,ARCHERY,"Welty,Arlo Emory",20,26,3.95,3.322,95,5,0,0,0
SPH,106,BASIC FISHING TECHNIQUES,"Kugler,Roger  Lynn",25,27,3.688,2.878,76,24,0,0,0
SPH,111,BASKETBALL,"Mazzocco,Patrick Michael",29,34,3.862,3.334,96.6,0,0,0,1
SPH,111,BASKETBALL,"Scott,Kiara",29,31,3.9,3.058,93.1,6.9,0,0,1
SPH,111,BASKETBALL,"Cobine,Nathan Andrew Albert",30,33,3.68,2.978,83.3,10,3.3,0,0
SPH,111,BASKETBALL,"Judd,Dalton Eugene",30,35,3.97,3.079,100,0,0,0,0
SPH,111,BASKETBALL,"Judd,Dalton Eugene",28,35,3.946,3.146,100,0,0,0,2
SPH,111,BASKETBALL,"Scott,Kiara",28,32,3.932,3.278,96.4,3.6,0,0,2
SPH,111,BASKETBALL,"Hill,Vincent",29,33,4,3.135,100,0,0,0,1
SPH,113,BILLIARDS,"Pierle,Jacob T",20,20,3.95,3.294,95,5,0,0,0
SPH,113,BILLIARDS,"Welty,Arlo Emory",11,12,3.545,2.93,81.8,0,9.1,9.1,0
SPH,113,BILLIARDS,"Beasley,John Paul",10,13,2.47,2.434,60,0,0,10,0
SPH,113,BILLIARDS,"Beasley,John Paul",13,14,3.577,3.396,92.3,0,0,0,0
SPH,113,BILLIARDS,"Beasley,John Paul",11,12,2.918,3.036,54.5,18.2,9.1,9.1,1
SPH,113,BILLIARDS,"Beasley,John Paul",19,22,3.321,3.218,63.2,21.1,5.3,10.5,0
