DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W,WX,I,R
HISP,501,LIT OF PORT-SPEAKING WORLD II,"Namorato,Luciana",7,7,4,3.917,100,0,0,0,0,0,0,0
HISP,100,ELEMENTARY SPANISH,"Carril,Florencia",24,31,2.771,2.906,29.2,29.2,37.5,4.2,1,6,0,0
HISP,100,ELEMENTARY SPANISH,"Carril,Florencia",21,29,2.59,2.789,33.3,28.6,19,4.8,2,6,0,0
HISP,105,FIRST YEAR SPANISH,"Feehan,Colette Mylena",23,27,3.013,2.953,30.4,47.8,13,8.7,1,3,0,0
HISP,105,FIRST YEAR SPANISH,"Dienstbier,Alexandria",11,19,2.236,2.32,9.1,36.4,27.3,18.2,3,5,0,0
HISP,105,FIRST YEAR SPANISH,"Feehan,Colette Mylena",21,27,2.59,3.039,19,38.1,28.6,14.3,2,3,1,0
HISP,105,FIRST YEAR SPANISH,"Xavier Carvalho,Tais Marcele",22,25,2.436,2.805,13.6,40.9,22.7,18.2,1,2,0,0
HISP,105,FIRST YEAR SPANISH,"Xavier Carvalho,Tais Marcele",23,26,2.396,2.908,13,43.5,26.1,8.7,1,2,0,0
HISP,105,FIRST YEAR SPANISH,"Araujo,Aline Xavier",22,28,2.495,3.024,27.3,31.8,18.2,18.2,2,4,0,0
HISP,105,FIRST YEAR SPANISH,"Araujo,Aline Xavier",24,26,2.483,2.735,12.5,54.2,16.7,12.5,0,2,0,0
HISP,105,FIRST YEAR SPANISH,"Valdebenito Parra,Camila Paz",19,28,2.379,2.413,15.8,42.1,21.1,15.8,5,4,0,0
HISP,105,FIRST YEAR SPANISH,"Madewell,Julie Ann",24,29,2.921,3.018,29.2,50,12.5,4.2,0,5,0,0
HISP,105,FIRST YEAR SPANISH,"Valdebenito Parra,Camila Paz",24,28,2.742,2.779,25,41.7,25,4.2,0,4,0,0
HISP,105,FIRST YEAR SPANISH,"Green,Emma Jane",16,33,2.569,2.714,12.5,50,25,12.5,4,13,0,0
HISP,105,FIRST YEAR SPANISH,"Madewell,Julie Ann",23,24,2.904,2.858,34.8,34.8,26.1,0,1,0,0,0
HISP,105,FIRST YEAR SPANISH,"Coulter-Kern,Mackenzie Dawn",23,27,2.635,2.917,13,60.9,13,0,2,2,0,0
HISP,105,FIRST YEAR SPANISH,"Green,Emma Jane",14,27,2.336,2.613,0,50,42.9,0,4,9,0,0
HISP,105,FIRST YEAR SPANISH,"Coulter-Kern,Mackenzie Dawn",23,24,2.404,2.805,13,56.5,4.3,8.7,1,0,0,0
HISP,150,ELEMENTARY SPANISH II,"Coats,Paul Jonathan",15,20,2.667,2.996,26.7,46.7,0,20,3,2,0,0
HISP,150,ELEMENTARY SPANISH II,"Coats,Paul Jonathan",20,24,2.92,3.058,25,45,30,0,1,3,0,0
HISP,150,ELEMENTARY SPANISH II,"Wheeler,Jamelyn Ann",18,20,2.939,3.165,50,11.1,33.3,5.6,0,2,0,0
HISP,150,ELEMENTARY SPANISH II,"Wheeler,Jamelyn Ann",19,22,2.942,3.014,26.3,52.6,21.1,0,1,2,0,0
HISP,200,SECOND-YEAR SPANISH I,"Peisen,Matt",22,24,2.436,2.919,18.2,27.3,36.4,13.6,2,0,0,0
HISP,200,SECOND-YEAR SPANISH I,"Ferguson,Kane Elizabeth",14,15,2.886,3.057,35.7,21.4,42.9,0,1,0,0,0
HISP,200,SECOND-YEAR SPANISH I,"Escalante Vergara,Maria Fernanda",15,23,3.1,3.095,20,60,20,0,1,7,0,0
HISP,200,SECOND-YEAR SPANISH I,"Jarrett,Dylan Stewart",17,20,2.741,3.144,23.5,41.2,23.5,5.9,1,1,1,0
HISP,200,SECOND-YEAR SPANISH I,"Greven,Nicholas Alan Wolfgang",22,27,2.709,2.825,13.6,45.5,36.4,4.5,1,4,0,0
HISP,200,SECOND-YEAR SPANISH I,"Raynor,Eliot Pierson",21,26,2.895,3.181,28.6,52.4,0,9.5,2,2,1,0
HISP,200,SECOND-YEAR SPANISH I,"Morilla Romero,Juan",16,20,2.425,2.995,12.5,50,12.5,25,3,1,0,0
HISP,200,SECOND-YEAR SPANISH I,"Gilbert,Jeanne Dawson",23,26,3.096,3.327,43.5,34.8,17.4,4.3,1,2,0,0
HISP,200,SECOND-YEAR SPANISH I,"Ortiz,Sandra",14,17,3.557,3.546,78.6,14.3,0,7.1,2,1,0,0
HISP,200,SECOND-YEAR SPANISH I,"Alsmadi,Ali Mohammad",22,26,2.605,2.848,18.2,27.3,50,4.5,2,2,0,0
HISP,200,SECOND-YEAR SPANISH I,"Suárez Morales,José Luis",23,26,2.861,3.165,21.7,34.8,43.5,0,1,2,0,0
HISP,200,SECOND-YEAR SPANISH I,"Estrada,Stephanie",21,26,2.833,3.19,33.3,47.6,4.8,4.8,3,2,0,0
HISP,200,SECOND-YEAR SPANISH I,"Morilla Romero,Juan",21,25,2.395,2.925,9.5,38.1,38.1,9.5,3,1,0,0
HISP,200,SECOND-YEAR SPANISH I,"Kuntz,Tess Marie",22,27,2.173,2.776,18.2,27.3,22.7,22.7,1,4,0,0
HISP,200,SECOND-YEAR SPANISH I,"Jacques,Jessica",13,19,2.423,2.751,0,38.5,53.8,7.7,2,4,0,0
HISP,200,SECOND-YEAR SPANISH I,"Pollock,Matthew Brian",17,21,2.953,3.26,17.6,58.8,17.6,5.9,1,3,0,0
HISP,200,SECOND-YEAR SPANISH I,"Lopez Torres,Maria Karen",22,26,2.941,3.016,9.1,81.8,4.5,4.5,0,4,0,0
HISP,200,SECOND-YEAR SPANISH I,"Blaker,Nick Michael",20,23,2.6,3.003,25,35,20,15,2,1,0,0
HISP,200,SECOND-YEAR SPANISH I,"Miranda-Reyes,Odalys",17,20,2.276,2.833,0,41.2,52.9,0,0,3,0,0
HISP,200,SECOND-YEAR SPANISH I,"Ferguson,Kane Elizabeth",16,19,2.669,3.002,25,25,43.8,6.3,0,3,0,0
HISP,200,SECOND-YEAR SPANISH I,"Miranda-Reyes,Odalys",20,24,2.385,2.814,5,55,20,15,1,3,0,0
HISP,200,SECOND-YEAR SPANISH I,"Gardner,Nora Lynn",21,25,3.052,3.085,33.3,47.6,14.3,4.8,2,2,0,0
HISP,200,SECOND-YEAR SPANISH I,"McClelland Methvin,Caitlin Shea",23,29,2.657,3.076,13,52.2,26.1,8.7,0,6,0,0
HISP,200,SECOND-YEAR SPANISH I,"Cole,Molly Elizabeth",14,15,2.564,2.871,7.1,35.7,57.1,0,1,0,0,0
HISP,200,SECOND-YEAR SPANISH I,"Greven,Nicholas Alan Wolfgang",16,19,2.581,2.889,6.3,56.3,25,12.5,2,1,0,0
HISP,200,SECOND-YEAR SPANISH I,"Blaker,Nick Michael",18,22,2.544,2.783,22.2,33.3,27.8,16.7,4,0,0,0
HISP,200,SECOND-YEAR SPANISH I,"Kolman,Gabriela Araujo",19,25,2.953,3.222,42.1,26.3,21.1,10.5,1,5,0,0
HISP,200,SECOND-YEAR SPANISH I,"Estrada,Stephanie",19,20,2.611,2.992,26.3,21.1,36.8,15.8,0,1,0,0
HISP,200,SECOND-YEAR SPANISH I,"Escalante Vergara,Maria Fernanda",14,21,2.807,2.833,7.1,64.3,28.6,0,2,5,0,0
HISP,200,SECOND-YEAR SPANISH I,"Gilbert,Jeanne Dawson",17,19,2.706,3.185,23.5,47.1,17.6,0,1,1,0,0
HISP,200,SECOND-YEAR SPANISH I,"Pollock,Matthew Brian",23,26,2.374,2.916,21.7,17.4,43.5,8.7,1,2,0,0
HISP,200,SECOND-YEAR SPANISH I,"Kuntz,Tess Marie",18,19,2.517,2.967,0,50,50,0,0,1,0,0
HISP,250,SECOND-YEAR SPANISH II,"Merino,Laura Margarita",23,26,3.07,3.22,21.7,60.9,17.4,0,0,3,0,0
HISP,250,SECOND-YEAR SPANISH II,"Holloway,Olivia Eleanor",21,23,2.952,3.057,23.8,52.4,19,4.8,0,2,0,0
HISP,250,SECOND-YEAR SPANISH II,"Scrivner,Olga B",17,21,2.759,3.036,29.4,35.3,11.8,23.5,3,1,0,0
HISP,250,SECOND-YEAR SPANISH II,"Merino,Laura Margarita",16,19,2.738,2.782,25,50,12.5,6.3,2,1,0,0
HISP,250,SECOND-YEAR SPANISH II,"Williams,Anna M",17,21,3.341,3.352,52.9,35.3,11.8,0,1,3,0,0
HISP,250,SECOND-YEAR SPANISH II,"Arroniz Parra,Santiago",24,26,3.054,3.153,29.2,50,16.7,4.2,0,2,0,0
HISP,250,SECOND-YEAR SPANISH II,"Hojas Carbonell,Virginia",23,24,3.039,3.308,39.1,30.4,21.7,8.7,1,0,0,0
HISP,250,SECOND-YEAR SPANISH II,"Scrivner,Olga B",22,25,2.736,2.968,22.7,45.5,27.3,0,2,1,0,0
HISP,250,SECOND-YEAR SPANISH II,"Holloway,Olivia Eleanor",23,26,3.17,3.431,34.8,47.8,13,4.3,0,3,0,0
HISP,250,SECOND-YEAR SPANISH II,"Hojas Carbonell,Virginia",13,15,3.7,3.536,76.9,23.1,0,0,0,2,0,0
HISP,250,SECOND-YEAR SPANISH II,"Reeves,Robin Anne",24,30,2.613,2.965,12.5,41.7,33.3,8.3,1,5,0,0
HISP,250,SECOND-YEAR SPANISH II,"Scrivner,Olga B",23,28,2.643,2.983,17.4,47.8,26.1,4.3,0,5,0,0
HISP,250,SECOND-YEAR SPANISH II,"Giacomino,Lindsay Anne",20,23,2.935,3.078,30,35,35,0,1,1,1,0
HISP,250,SECOND-YEAR SPANISH II,"Swann-Santander Serrano,Ashley Renee",20,28,2.61,2.832,15,40,35,5,4,4,0,0
HISP,250,SECOND-YEAR SPANISH II,"Tittle,Jonathan Scott",17,21,2.812,2.865,29.4,41.2,23.5,0,0,4,0,0
HISP,250,SECOND-YEAR SPANISH II,"Gonzalez,Viviannette",15,19,2.853,2.798,6.7,73.3,13.3,0,1,3,0,0
HISP,250,SECOND-YEAR SPANISH II,"Castro,Vania A.",16,19,3.05,3.097,50,12.5,37.5,0,0,3,0,0
HISP,250,SECOND-YEAR SPANISH II,"Castro,Vania A.",20,24,3.07,3.084,25,60,15,0,4,0,0,0
HISP,250,SECOND-YEAR SPANISH II,"Arroyo Ensuncho,Diana Cristina",21,22,2.948,3.019,23.8,57.1,19,0,0,1,0,0
HISP,250,SECOND-YEAR SPANISH II,"Zhang,Tingting",14,19,2.829,2.977,28.6,35.7,21.4,14.3,0,5,0,0
HISP,250,SECOND-YEAR SPANISH II,"Cisneros,Alejandro Rafael",18,20,2.578,2.873,22.2,27.8,38.9,11.1,0,2,0,0
HISP,250,SECOND-YEAR SPANISH II,"Fortin,Jill Marie",14,19,2.329,2.797,14.3,21.4,50,7.1,1,4,0,0
HISP,250,SECOND-YEAR SPANISH II,"Swann-Santander Serrano,Ashley Renee",19,22,3.426,3.383,63.2,21.1,15.8,0,0,3,0,0
HISP,250,SECOND-YEAR SPANISH II,,6,6,3.383,3.371,50,33.3,16.7,0,0,0,0,0
HISP,250,SECOND-YEAR SPANISH II,"Arroniz Parra,Santiago",17,18,2.724,3.028,23.5,52.9,5.9,5.9,0,1,0,0
HISP,250,SECOND-YEAR SPANISH II,"Reeves,Robin Anne",24,24,3.054,3.231,37.5,33.3,25,4.2,0,0,0,0
HISP,250,SECOND-YEAR SPANISH II,"Swann-Santander Serrano,Ashley Renee",18,20,3.283,3.122,33.3,66.7,0,0,1,1,0,0
HISP,269,SPANISH FOR HEALTH PROFESSIONS,"Ortiz,Sandra",15,15,2.987,3.075,60,20,0,6.7,0,0,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Solano Escolano,Damian Valentin",17,17,2.918,3.003,41.2,23.5,17.6,17.6,0,0,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Escalona Torres,Juan Manuel",10,14,3.81,3.303,90,10,0,0,1,3,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Clay,Rebecca Lauren",17,22,3.241,3.311,58.8,29.4,0,5.9,3,2,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Spurlock,Daryl Craig",17,20,3.771,3.479,82.4,17.6,0,0,1,2,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Evans-Sago,Travis Sebastian",14,18,3.693,3.286,78.6,14.3,7.1,0,2,2,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Lynch,James Aaron",21,25,3.671,3.558,71.4,28.6,0,0,2,2,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Le Calvez David,Gaelle",22,26,3.359,3.134,45.5,54.5,0,0,2,2,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Herrera,Israel Fernando",21,23,3.686,3.548,76.2,19,4.8,0,1,1,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Melero Garcia,Fernando",19,20,3.263,3.169,52.6,31.6,10.5,0,1,0,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Jung,Daniel L",16,17,3.188,2.83,56.3,18.8,18.8,0,0,1,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Lynch,James Aaron",16,18,3.638,3.523,75,25,0,0,0,2,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Glide,Margaret",14,16,3.507,3.417,64.3,28.6,7.1,0,1,1,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Runnels,Daniel",20,23,3.525,3.175,70,20,10,0,1,2,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Gonzalez,Viviannette",13,15,3.2,3.247,46.2,38.5,0,15.4,0,2,0,0
HISP,280,SPANISH GRAMMAR IN CONTEXT,"Baxter,Robert Patrick",13,18,3.485,3.235,53.8,38.5,7.7,0,4,1,0,0
HISP,308,COMPOSITN & CONVERS IN SPANISH,"Herrera,Israel Fernando",18,20,3.556,3.488,77.8,11.1,5.6,0,2,0,0,0
HISP,308,COMPOSITN & CONVERS IN SPANISH,"Parrilla-Recuero,Antonio",17,24,3.588,3.437,76.5,17.6,0,0,2,5,0,0
HISP,308,COMPOSITN & CONVERS IN SPANISH,"Soto Arrivi,Juan Manuel",19,26,3.384,3.375,36.8,63.2,0,0,1,6,0,0
HISP,308,COMPOSITN & CONVERS IN SPANISH,"Herrera,Israel Fernando",18,21,3.817,3.481,83.3,16.7,0,0,2,1,0,0
HISP,308,COMPOSITN & CONVERS IN SPANISH,"Halloran,Rebecca",18,20,3.806,3.482,88.9,11.1,0,0,0,2,0,0
HISP,308,COMPOSITN & CONVERS IN SPANISH,"Davis,K. Allen",10,17,3.46,3.405,50,40,10,0,1,6,0,0
HISP,315,SPANISH IN THE BUSINESS WORLD,"Lopez Prieto,Guillermo David",21,25,3.738,3.282,85.7,9.5,4.8,0,3,1,0,0
HISP,317,SPANISH CONVERSATION & DICTION,"Bongiovanni,Silvina Carla",17,21,3.194,3.33,58.8,17.6,11.8,5.9,1,2,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Boyd,Beth Theresa",23,25,3.278,3.392,47.8,43.5,4.3,0,2,0,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Butler,Krissie",21,24,3.638,3.339,71.4,23.8,4.8,0,1,2,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Guzman,Ricardo Andres",22,25,2.882,3.292,13.6,63.6,22.7,0,2,1,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Parrilla-Recuero,Antonio",23,28,3.348,3.255,43.5,47.8,8.7,0,0,5,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Butler,Krissie",21,27,3.838,3.514,81,19,0,0,3,3,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"McDyer,Elizabeth Anne",12,23,3.117,3.203,50,33.3,8.3,0,6,5,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Markle,Jackie Marie",21,24,3.557,3.3,71.4,23.8,0,0,3,0,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Butler,Krissie",22,24,3.514,3.272,68.2,18.2,9.1,4.5,0,2,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Boyd,Beth Theresa",24,25,3.092,3.351,16.7,70.8,12.5,0,0,1,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Markle,Jackie Marie",22,27,3.859,3.49,95.5,4.5,0,0,1,4,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Rosenthal,Olimpia E",13,15,3.669,3.715,69.2,30.8,0,0,1,1,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Parrilla-Recuero,Antonio",19,27,3.495,3.255,63.2,26.3,10.5,0,3,5,0,0
HISP,324,INTRO STUDY OF HISP CULTURES,"Santander Serrano,Jorge Manuel",22,26,3.555,3.437,63.6,36.4,0,0,2,2,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Michalski,Ian Matthew",21,22,2.919,3.392,14.3,71.4,9.5,0,1,0,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Mojedano Batel,Andrea Celeste",20,25,2.68,3.339,15,45,35,0,1,4,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Diaz-Campos,Manuel Antonio",21,24,3.719,3.697,81,14.3,4.8,0,1,2,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Balam,Osmer",12,15,3.033,3.237,50,8.3,41.7,0,0,3,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Milla Munoz,Angel",19,26,3.153,3.256,26.3,63.2,5.3,5.3,3,4,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Herring,Elizabeth Margaret",15,19,3.433,3.381,60,33.3,6.7,0,0,3,1,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Herring,Elizabeth Margaret",24,25,3.342,3.479,41.7,45.8,12.5,0,0,1,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Herring,Elizabeth Margaret",18,19,3.667,3.56,66.7,33.3,0,0,0,1,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Elias,Maria Vanessa",16,18,3.506,3.513,62.5,31.3,6.3,0,1,1,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Daidone,Danielle Maria",20,26,3.115,3.303,45,25,25,5,3,3,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Milla Munoz,Angel",22,27,3.232,3.29,50,27.3,22.7,0,1,4,0,0
HISP,326,INTRO TO HISPANIC LINGUISTICS,"Filimonova,Valentyna",15,16,3.273,3.295,53.3,33.3,6.7,6.7,0,1,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Sokol,Alina",13,17,3.923,3.45,92.3,7.7,0,0,0,4,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Schroff,Alysa Jade",14,19,3.557,3.243,71.4,21.4,7.1,0,2,3,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Sokol,Alina",20,27,3.585,3.273,75,20,0,0,1,6,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Fitzsimmons,Mark Daniel",21,25,3.457,3.37,42.9,57.1,0,0,2,2,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Dove,Patrick E",20,22,3.32,3.494,65,25,0,0,1,1,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Guidarelli,Kaitlin",15,19,3.207,3.291,46.7,33.3,20,0,2,2,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Dove,Patrick E",23,26,3.448,3.665,43.5,56.5,0,0,1,2,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Cole,Christina Elizabeth",19,22,3.516,3.423,63.2,31.6,5.3,0,2,1,0,0
HISP,328,INTRO TO HISPANIC LITERATURE,"Fitzsimmons,Mark Daniel",14,22,3.471,3.398,42.9,57.1,0,0,4,4,0,0
HISP,334,PANORAMAS OF HISPANIC LIT,"Myers,Kathleen",22,25,3.355,3.435,50,40.9,9.1,0,1,2,0,0
HISP,413,HISPANIC CULTURE IN THE U.S.,"Guzman,Ricardo Andres",22,28,3.355,3.493,59.1,22.7,18.2,0,1,5,0,0
HISP,422,HISPANIC CINEMA,"Risner,Jonathan Thomas",23,28,3.774,3.551,82.6,17.4,0,0,1,4,0,0
HISP,425,SPANISH PHONETICS,"Willis,Erik",21,28,3.586,3.49,57.1,42.9,0,0,1,6,0,0
HISP,427,THE STRUCTURE OF SPANISH,"Matos Amaral,Patricia",24,25,3.604,3.518,62.5,29.2,8.3,0,0,1,0,0
HISP,429,SPANISH SOCLINGUISTICS-PRAGMAT,"Diaz-Campos,Manuel Antonio",19,28,3.668,3.54,73.7,21.1,5.3,0,1,8,0,0
HISP,430,THE ACQUISITION OF SPANISH,"Geeslin,Kimberly",20,24,3.495,3.481,75,15,5,5,0,4,0,0
HISP,450,DON QUIJOTE,"Wagschal,Steven",19,22,3.368,3.504,52.6,31.6,15.8,0,3,0,0,0
HISP,474,HISPANIC LITERATURE & SOCIETY,"Cohn,Deborah",17,24,3.024,3.181,41.2,35.3,17.6,0,2,5,0,0
HISP,479,MEXICAN LITERATURE,"Myers,Kathleen",9,12,3.744,3.606,77.8,22.2,0,0,1,1,1,0
HISP,509,SPANISH PHONOLOGY,"Willis,Erik",11,12,4,3.732,100,0,0,0,0,1,0,0
HISP,518,SPANISH MEDIEVAL LITERATURE,"Giles,Ryan Dennis",9,9,4,3.82,100,0,0,0,0,0,0,0
HISP,588,US LATINO AND/OR CARIBBEAN LIT,"Birkenmaier,Anke",10,10,3.51,3.729,90,0,0,0,0,0,0,0
HISP,611,TOPICS IN SPANISH SYNTAX,"Matos Amaral,Patricia",6,8,3.95,3.882,100,0,0,0,0,1,1,0
HISP,688,TPCS:U.S. LATINO/CARIBBEAN LIT,"Cohn,Deborah",7,8,3.2,3.679,71.4,14.3,0,0,0,1,0,0
HISP,695,GRADUATE COLLOQUIUM,"Rosenthal,Olimpia E",14,15,3.621,3.703,85.7,7.1,0,0,0,1,0,0
HISP,708,SEMINAR IN HISPANIC STUDIES,"Illas,Edgar",13,13,4,3.892,100,0,0,0,0,0,0,0
HISP,712,SEM: THEMES IN SPAN LING,"Clements,Joseph Clancy",8,8,4,3.887,100,0,0,0,0,0,0,0
HIST,225,"ELVIS, DYLAN & POSTWAR AMERICA","Bodnar,John Edward",116,139,3.152,3.009,34.5,49.1,15.5,.9,7,5,10,0
HIST,300,ISSUES IN UNITED STATES HIST,"Seigel,Micol",8,9,3.963,3.28,100,0,0,0,1,0,0,0
HIST,379,ISSUES IN MODERN U.S. HISTORY,"Weinberg,Carl R.",30,37,2.94,2.989,46.7,26.7,13.3,6.7,3,4,0,0
HIST,383,"ROCK, HIP HOP, AND REVOLUTION","McGerr,Michael Edward",214,232,3.123,2.986,42.1,39.3,14,1.4,6,10,0,0
HIST,385,AMERICA'S PACIFIC,"Wu,Ellen Dionne",40,47,3.048,3.122,27.5,50,20,2.5,3,4,0,0
HIST,386,HISTORY OF THE AMERICAN HOME,"Gamber,Wendy E.",25,28,3.116,3.115,40,28,32,0,2,1,0,0
HIST,200,ISS IN WESTERN EUROPEAN HIST,"Zadoff,Noam",33,39,3.273,3.116,39.4,51.5,6.1,3,2,4,0,0
HIST,260,WOMEN MEN & SOCIETY MODERN EUR,"Roos,Julia",29,42,2.979,2.961,27.6,51.7,17.2,0,6,7,0,0
HIST,313,THE CRUSADES,"Shopkow,Leah",29,46,2.307,2.955,24.1,34.5,17.2,3.4,11,5,1,0
HIST,323,HISTORY OF THE HOLOCAUST,"Roseman,Mark",62,75,3.053,3.134,35.5,45.2,16.1,0,4,9,0,0
HIST,210,MAKING OF MODERN MIDDLE EAST,"Sahin,Kaya",54,80,3.281,3.105,44.4,44.4,7.4,0,14,12,0,0
HIST,376,GRK HST:BRNZE AGE-PERSIAN WARS,"Robinson,Eric Wild",67,76,2.858,3.083,31.3,41.8,16.4,4.5,4,5,0,0
HIST,390,DECLINE & FALL OF ROMAN EMPIRE,"Elliott,Colin Peter",32,40,3.288,3.088,56.3,28.1,12.5,0,2,6,0,0
HIST,103,THE MAKING OF MODERN RUSSIA,"Saburova,Tatiana",35,41,2.991,3.126,14.3,65.7,17.1,2.9,0,6,0,0
HIST,200,ISSUES RUSS/EAST EUROPEAN HIST,"Kuromiya,Hiroaki",18,24,3.478,3.238,55.6,33.3,11.1,0,2,3,1,0
HIST,310,RUSS REVOLUTN & SOVIET REGIME,"Kuromiya,Hiroaki",30,38,3.387,3.367,63.3,23.3,6.7,0,2,6,0,0
HIST,346,MODERN MEXICO,"Guardino,Peter Francis",16,18,3.194,3.116,56.3,18.8,18.8,6.3,0,1,1,0
HIST,101,EAST ASIA IN WORLD HISTORY,"Wang,Fei Hsien",43,56,3.047,3.013,20.9,65.1,11.6,2.3,2,11,0,0
HIST,357,PREMODERN JAPAN,"Oxenboell,Morten",12,19,3.25,3.116,50,25,25,0,4,3,0,0
HIST,385,MODERN CHINA,"Wang,Fei Hsien",18,26,3.172,2.999,55.6,33.3,0,0,2,5,1,0
HIST,102,THE WORLD IN THE 20TH CENT II,"Machado,Pedro A",54,73,3.183,2.93,40.7,42.6,14.8,1.9,7,11,1,0
HIST,104,EUROPE: NAPOLEON TO THE PRES,"Hsia,Ke Chin",30,37,3.227,3.047,56.7,23.3,10,10,2,5,0,0
HIST,105,AMERICAN HISTORY I,"Knott,Sarah",112,135,2.972,2.986,33,38.4,23.2,2.7,13,10,0,0
HIST,106,AMERICAN HISTORY II,"Guberman,Rachel Meira",96,108,3.136,3.09,37.5,45.8,10.4,3.1,5,7,0,0
HIST,206,MEDIEVAL CIVILIZATION,"Shopkow,Leah",81,127,2.515,2.892,12.3,46.9,28.4,8.6,24,21,0,0
HIST,212,LATIN AMERICAN CULTURE & CIV 2,"McGraw,Jason P.",6,8,3.667,2.998,66.7,33.3,0,0,1,1,0,0
HIST,252,JEWISH HIST: SPAN EXPULSN-PRES,"Zadoff,Mirjam",9,10,3.289,3.141,33.3,55.6,11.1,0,0,1,0,0
HIST,270,WHAT IS HISTORY?,"Linenthal,Edward Tabor",34,39,3.632,3.305,67.6,32.4,0,0,3,1,1,0
HIST,301,DIGITAL HISTORY,"Craig,Kalani",12,18,3.75,3.07,75,25,0,0,2,4,0,0
HIST,333,EPIDEMICS IN HISTORY,"Maglen,Krista",74,87,3.669,3.03,73,23,4.1,0,3,10,0,0
HIST,575,GRADUATE READINGS IN HISTORY,"Sandweiss,Eric T.",14,18,3.957,3.861,100,0,0,0,0,0,4,0
HIST,580,THE TEACHING OF COLLEGE HIST,"Diaz,Arlene",6,6,3.95,3.98,100,0,0,0,0,0,0,0
HIST,605,COLLOQUIUM IN ANCIENT HISTORY,"Elliott,Colin Peter",8,8,3.888,3.858,100,0,0,0,0,0,0,0
HIST,699,COLLOQ IN COMPARATIVE HISTORY,"O'Bryan,Scott Patrick",6,7,3.95,3.952,100,0,0,0,0,1,0,0
HIST,750,SEMINAR IN U.S. HISTORY,"McGerr,Michael Edward",11,12,4,3.928,100,0,0,0,0,0,1,0
HIST,300,SEMINAR IN HISTORY,"Zadoff,Noam",15,17,3.373,2.754,40,53.3,6.7,0,0,2,0,0
HIST,300,SEMINAR IN HISTORY,"Dierks,Konstantin",16,22,3.575,3.24,68.8,31.3,0,0,2,2,2,0
HIST,300,SEMINAR IN HISTORY,"Hanson,John Henry",17,23,2.735,2.865,35.3,47.1,0,0,2,3,0,0
HIST,300,SEMINAR IN HISTORY,"James,Danny",18,20,3.061,3.068,61.1,22.2,0,0,2,0,0,0
HIST,300,SEMINAR IN HISTORY,"Hsia,Ke Chin",14,25,3.557,2.93,78.6,7.1,14.3,0,5,6,0,0
HIST,300,SEMINAR IN HISTORY,"Roos,Julia",19,23,2.495,3.016,10.5,52.6,26.3,0,1,3,0,0
